"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CALCA (000)",22180,505,7039,7616,5423,1597
"Empleado (001)",2372,19,849,988,479,37
"Obrero (002)",2159,37,865,758,423,76
"Trabajador independiente (003)",12153,62,3148,4442,3377,1124
"Empleador o patrono (004)",703,2,140,234,234,93
"Trabajador familiar no remunerado (005)",4011,310,1640,1001,813,247
"Trabajador del hogar (006)",292,60,152,46,23,11
"Desocupado (008)",490,15,245,147,74,9
"Hombres (009)",15374,301,4791,5325,3795,1162
"Empleado (010)",1362,14,439,556,328,25
"Obrero (011)",1913,37,772,674,369,61
"Trabajador independiente (012)",9077,39,2254,3343,2557,884
"Empleador o patrono (013)",558,1,111,190,179,77
"Trabajador familiar no remunerado (014)",2072,184,1040,445,301,102
"Trabajador del hogar (015)",59,19,26,5,4,5
"Desocupado (017)",333,7,149,112,57,8
"Mujeres (018)",6806,204,2248,2291,1628,435
"Empleado (019)",1010,5,410,432,151,12
"Obrero (020)",246,,93,84,54,15
"Trabajador independiente (021)",3076,23,894,1099,820,240
"Empleador o patrono (022)",145,1,29,44,55,16
"Trabajador familiar no remunerado (023)",1939,126,600,556,512,145
"Trabajador del hogar (024)",233,41,126,41,19,6
"Desocupado (026)",157,8,96,35,17,1
,,,,,,
"URBANA (027)",9088,240,2904,3289,2114,541
"Empleado (028)",1918,15,652,802,419,30
"Obrero (029)",1029,26,426,350,193,34
"Trabajador independiente (030)",4707,41,1264,1773,1232,397
"Empleador o patrono (031)",178,1,45,63,54,15
"Trabajador familiar no remunerado (032)",745,99,262,185,148,51
"Trabajador del hogar (033)",218,54,108,30,20,6
"Desocupado (035)",293,4,147,86,48,8
"Hombres (036)",5546,149,1776,1971,1302,348
"Empleado (037)",1090,12,337,437,285,19
"Obrero (038)",912,26,383,303,174,26
"Trabajador independiente (039)",2856,26,763,1063,738,266
"Empleador o patrono (040)",110,,33,42,24,11
"Trabajador familiar no remunerado (041)",353,65,156,70,45,17
"Trabajador del hogar (042)",40,17,17,2,2,2
"Desocupado (044)",185,3,87,54,34,7
"Mujeres (045)",3542,91,1128,1318,812,193
"Empleado (046)",828,3,315,365,134,11
"Obrero (047)",117,,43,47,19,8
"Trabajador independiente (048)",1851,15,501,710,494,131
"Empleador o patrono (049)",68,1,12,21,30,4
"Trabajador familiar no remunerado (050)",392,34,106,115,103,34
"Trabajador del hogar (051)",178,37,91,28,18,4
"Desocupado (053)",108,1,60,32,14,1
,,,,,,
"RURAL (054)",13092,265,4135,4327,3309,1056
"Empleado (055)",454,4,197,186,60,7
"Obrero (056)",1130,11,439,408,230,42
"Trabajador independiente (057)",7446,21,1884,2669,2145,727
"Empleador o patrono (058)",525,1,95,171,180,78
"Trabajador familiar no remunerado (059)",3266,211,1378,816,665,196
"Trabajador del hogar (060)",74,6,44,16,3,5
"Desocupado (062)",197,11,98,61,26,1
"Hombres (063)",9828,152,3015,3354,2493,814
"Empleado (064)",272,2,102,119,43,6
"Obrero (065)",1001,11,389,371,195,35
"Trabajador independiente (066)",6221,13,1491,2280,1819,618
"Empleador o patrono (067)",448,1,78,148,155,66
"Trabajador familiar no remunerado (068)",1719,119,884,375,256,85
"Trabajador del hogar (069)",19,2,9,3,2,3
"Desocupado (071)",148,4,62,58,23,1
"Mujeres (072)",3264,113,1120,973,816,242
"Empleado (073)",182,2,95,67,17,1
"Obrero (074)",129,,50,37,35,7
"Trabajador independiente (075)",1225,8,393,389,326,109
"Empleador o patrono (076)",77,,17,23,25,12
"Trabajador familiar no remunerado (077)",1547,92,494,441,409,111
"Trabajador del hogar (078)",55,4,35,13,1,2
"Desocupado (080)",49,7,36,3,3,
