"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ZARUMILLA (000)",582,141,441
"De 14 a 29 años (001)",320,108,212
"De 30 a 44 años (002)",177,25,152
"De 45 a 64 años (003)",73,8,65
"De 65 y más años (004)",12,,12
"Hombres (005)",405,86,319
"De 14 a 29 años (006)",201,62,139
"De 30 a 44 años (007)",132,19,113
"De 45 a 64 años (008)",62,5,57
"De 65 y más años (009)",10,,10
"Mujeres (010)",177,55,122
"De 14 a 29 años (011)",119,46,73
"De 30 a 44 años (012)",45,6,39
"De 45 a 64 años (013)",11,3,8
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",529,135,394
"De 14 a 29 años (016)",291,103,188
"De 30 a 44 años (017)",163,24,139
"De 45 a 64 años (018)",65,8,57
"De 65 y más años (019)",10,,10
"Hombres (020)",361,82,279
"De 14 a 29 años (021)",178,59,119
"De 30 a 44 años (022)",121,18,103
"De 45 a 64 años (023)",54,5,49
"De 65 y más años (024)",8,,8
"Mujeres (025)",168,53,115
"De 14 a 29 años (026)",113,44,69
"De 30 a 44 años (027)",42,6,36
"De 45 a 64 años (028)",11,3,8
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",53,6,47
"De 14 a 29 años (031)",29,5,24
"De 30 a 44 años (032)",14,1,13
"De 45 a 64 años (033)",8,,8
"De 65 y más años (034)",2,,2
"Hombres (035)",44,4,40
"De 14 a 29 años (036)",23,3,20
"De 30 a 44 años (037)",11,1,10
"De 45 a 64 años (038)",8,,8
"De 65 y más años (039)",2,,2
"Mujeres (040)",9,2,7
"De 14 a 29 años (041)",6,2,4
"De 30 a 44 años (042)",3,,3
