"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LA CONVENCION (000)",156050,74280,9322,3212,69531
"Quechua (001)",62145,29380,1808,606,30412
"Aymara (002)",276,104,25,26,134
"Asháninka (003)",2802,2230,33,22,529
"Otra lengua nativa (004)",9278,7230,231,54,1776
"Castellano (005)",81111,35166,7221,2397,36523
"Idioma Extranjero (006)",120,1,1,105,13
"Es Sordomudo/a (007)",318,169,3,2,144
"Hombres (009)",82680,36740,5145,2142,38853
"Quechua (010)",32741,14180,1053,352,17191
"Aymara (011)",151,53,16,16,74
"Asháninka (012)",1419,1130,18,13,266
"Otra lengua nativa (013)",4664,3539,141,32,962
"Castellano (014)",43455,17754,3915,1664,20261
"Idioma Extranjero (015)",73,1,1,64,7
"Es Sordomudo/a (016)",177,83,1,1,92
"Mujeres (018)",73370,37540,4177,1070,30678
"Quechua (019)",29404,15200,755,254,13221
"Aymara (020)",125,51,9,10,60
"Asháninka (021)",1383,1100,15,9,263
"Otra lengua nativa (022)",4614,3691,90,22,814
"Castellano (023)",37656,17412,3306,733,16262
"Idioma Extranjero (024)",47,,,41,6
"Es Sordomudo/a (025)",141,86,2,1,52
,,,,,
"URBANA (027)",47164,12078,5953,1967,27307
"Quechua (028)",10204,2287,788,232,6911
"Aymara (029)",113,17,13,12,77
"Asháninka (030)",98,39,3,9,51
"Otra lengua nativa (031)",40,13,2,1,25
"Castellano (032)",36602,9712,5146,1658,20202
"Idioma Extranjero (033)",63,,1,55,7
"Es Sordomudo/a (034)",44,10,,,34
"Hombres (036)",23714,5715,2998,1350,13749
"Quechua (037)",4882,945,425,143,3379
"Aymara (038)",60,6,8,7,42
"Asháninka (039)",48,17,1,5,27
"Otra lengua nativa (040)",8,4,,,4
"Castellano (041)",18650,4738,2563,1159,10273
"Idioma Extranjero (042)",41,,1,36,4
"Es Sordomudo/a (043)",25,5,,,20
"Mujeres (045)",23450,6363,2955,617,13558
"Quechua (046)",5322,1342,363,89,3532
"Aymara (047)",53,11,5,5,35
"Asháninka (048)",50,22,2,4,24
"Otra lengua nativa (049)",32,9,2,1,21
"Castellano (050)",17952,4974,2583,499,9929
"Idioma Extranjero (051)",22,,,19,3
"Es Sordomudo/a (052)",19,5,,,14
,,,,,
"RURAL (054)",108886,62202,3369,1245,42224
"Quechua (055)",51941,27093,1020,374,23501
"Aymara (056)",163,87,12,14,57
"Asháninka (057)",2704,2191,30,13,478
"Otra lengua nativa (058)",9238,7217,229,53,1751
"Castellano (059)",44509,25454,2075,739,16321
"Idioma Extranjero (060)",57,1,,50,6
"Es Sordomudo/a (061)",274,159,3,2,110
"Hombres (063)",58966,31025,2147,792,25104
"Quechua (064)",27859,13235,628,209,13812
"Aymara (065)",91,47,8,9,32
"Asháninka (066)",1371,1113,17,8,239
"Otra lengua nativa (067)",4656,3535,141,32,958
"Castellano (068)",24805,13016,1352,505,9988
"Idioma Extranjero (069)",32,1,,28,3
"Es Sordomudo/a (070)",152,78,1,1,72
"Mujeres (072)",49920,31177,1222,453,17120
"Quechua (073)",24082,13858,392,165,9689
"Aymara (074)",72,40,4,5,25
"Asháninka (075)",1333,1078,13,5,239
"Otra lengua nativa (076)",4582,3682,88,21,793
"Castellano (077)",19704,12438,723,234,6333
"Idioma Extranjero (078)",25,,,22,3
"Es Sordomudo/a (079)",122,81,2,1,38
