"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHINCHEROS (000)",11857,163,3272,4332,3063,1027
"Empleado (001)",1787,5,467,958,352,5
"Obrero (002)",2853,41,1007,909,726,170
"Trabajador independiente (003)",5507,12,1104,2020,1664,707
"Empleador o patrono (004)",90,,24,38,21,7
"Trabajador familiar no remunerado (005)",1476,100,594,373,276,133
"Trabajador del hogar (006)",144,5,76,34,24,5
"Hombres (008)",9377,131,2525,3331,2506,884
"Empleado (009)",1065,1,233,574,253,4
"Obrero (010)",2665,40,937,851,674,163
"Trabajador independiente (011)",4492,8,845,1636,1384,619
"Empleador o patrono (012)",71,,16,30,18,7
"Trabajador familiar no remunerado (013)",1076,81,488,240,176,91
"Trabajador del hogar (014)",8,1,6,,1,
"Mujeres (016)",2480,32,747,1001,557,143
"Empleado (017)",722,4,234,384,99,1
"Obrero (018)",188,1,70,58,52,7
"Trabajador independiente (019)",1015,4,259,384,280,88
"Empleador o patrono (020)",19,,8,8,3,
"Trabajador familiar no remunerado (021)",400,19,106,133,100,42
"Trabajador del hogar (022)",136,4,70,34,23,5
,,,,,,
"URBANA (024)",4796,67,1224,2041,1165,299
"Empleado (025)",1388,5,343,775,262,3
"Obrero (026)",770,12,250,286,181,41
"Trabajador independiente (027)",2053,6,393,831,607,216
"Empleador o patrono (028)",57,,16,24,14,3
"Trabajador familiar no remunerado (029)",443,40,176,105,89,33
"Trabajador del hogar (030)",85,4,46,20,12,3
"Hombres (032)",3258,43,797,1344,843,231
"Empleado (033)",821,1,176,456,186,2
"Obrero (034)",694,12,226,260,159,37
"Trabajador independiente (035)",1419,3,257,557,434,168
"Empleador o patrono (036)",40,,9,17,11,3
"Trabajador familiar no remunerado (037)",279,27,125,54,52,21
"Trabajador del hogar (038)",5,,4,,1,
"Mujeres (040)",1538,24,427,697,322,68
"Empleado (041)",567,4,167,319,76,1
"Obrero (042)",76,,24,26,22,4
"Trabajador independiente (043)",634,3,136,274,173,48
"Empleador o patrono (044)",17,,7,7,3,
"Trabajador familiar no remunerado (045)",164,13,51,51,37,12
"Trabajador del hogar (046)",80,4,42,20,11,3
,,,,,,
"RURAL (048)",7061,96,2048,2291,1898,728
"Empleado (049)",399,,124,183,90,2
"Obrero (050)",2083,29,757,623,545,129
"Trabajador independiente (051)",3454,6,711,1189,1057,491
"Empleador o patrono (052)",33,,8,14,7,4
"Trabajador familiar no remunerado (053)",1033,60,418,268,187,100
"Trabajador del hogar (054)",59,1,30,14,12,2
"Hombres (056)",6119,88,1728,1987,1663,653
"Empleado (057)",244,,57,118,67,2
"Obrero (058)",1971,28,711,591,515,126
"Trabajador independiente (059)",3073,5,588,1079,950,451
"Empleador o patrono (060)",31,,7,13,7,4
"Trabajador familiar no remunerado (061)",797,54,363,186,124,70
"Trabajador del hogar (062)",3,1,2,,,
"Mujeres (064)",942,8,320,304,235,75
"Empleado (065)",155,,67,65,23,
"Obrero (066)",112,1,46,32,30,3
"Trabajador independiente (067)",381,1,123,110,107,40
"Empleador o patrono (068)",2,,1,1,,
"Trabajador familiar no remunerado (069)",236,6,55,82,63,30
"Trabajador del hogar (070)",56,,28,14,12,2
