"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BELLAVISTA (000)",49293,11147,3282,1545,33386
"Menos de 1 año (001)",1165,666,68,25,406
"De 1 a 14 años (002)",16878,7996,1153,384,7359
"De 15 a 29 años (003)",13174,1578,602,468,10541
"De 30 a 44 años (004)",10021,561,871,370,8240
"De 45 a 64 años (005)",6023,282,485,226,5043
"De 65 y mas años (006)",2032,64,103,72,1797
"Hombres (008)",26361,5532,1653,918,18301
"Menos de 1 año (009)",584,333,29,12,210
"De 1 a 14 años (010)",8692,4100,591,187,3823
"De 15 a 29 años (011)",6993,681,275,324,5722
"De 30 a 44 años (012)",5599,238,427,217,4730
"De 45 a 64 años (013)",3453,150,274,142,2896
"De 65 y mas años (014)",1040,30,57,36,920
"Mujeres (016)",22932,5615,1629,627,15085
"Menos de 1 año (017)",581,333,39,13,196
"De 1 a 14 años (018)",8186,3896,562,197,3536
"De 15 a 29 años (019)",6181,897,327,144,4819
"De 30 a 44 años (020)",4422,323,444,153,3510
"De 45 a 64 años (021)",2570,132,211,84,2147
"De 65 y mas años (022)",992,34,46,36,877
,,,,,
"URBANA (024)",27181,5882,2814,1251,17284
"Menos de 1 año (025)",548,297,52,24,175
"De 1 a 14 años (026)",8656,3957,1000,327,3378
"De 15 a 29 años (027)",7162,993,483,400,5297
"De 30 a 44 años (028)",5883,385,759,278,4477
"De 45 a 64 años (029)",3650,199,425,172,2867
"De 65 y mas años (030)",1282,51,95,50,1090
"Hombres (032)",14321,2925,1405,760,9263
"Menos de 1 año (033)",266,143,22,11,90
"De 1 a 14 años (034)",4476,2055,506,162,1757
"De 15 a 29 años (035)",3737,445,218,292,2790
"De 30 a 44 años (036)",3169,158,366,161,2492
"De 45 a 64 años (037)",2046,104,240,108,1603
"De 65 y mas años (038)",627,20,53,26,531
"Mujeres (040)",12860,2957,1409,491,8021
"Menos de 1 año (041)",282,154,30,13,85
"De 1 a 14 años (042)",4180,1902,494,165,1621
"De 15 a 29 años (043)",3425,548,265,108,2507
"De 30 a 44 años (044)",2714,227,393,117,1985
"De 45 a 64 años (045)",1604,95,185,64,1264
"De 65 y mas años (046)",655,31,42,24,559
,,,,,
"RURAL (048)",22112,5265,468,294,16102
"Menos de 1 año (049)",617,369,16,1,231
"De 1 a 14 años (050)",8222,4039,153,57,3981
"De 15 a 29 años (051)",6012,585,119,68,5244
"De 30 a 44 años (052)",4138,176,112,92,3763
"De 45 a 64 años (053)",2373,83,60,54,2176
"De 65 y mas años (054)",750,13,8,22,707
"Hombres (056)",12040,2607,248,158,9038
"Menos de 1 año (057)",318,190,7,1,120
"De 1 a 14 años (058)",4216,2045,85,25,2066
"De 15 a 29 años (059)",3256,236,57,32,2932
"De 30 a 44 años (060)",2430,80,61,56,2238
"De 45 a 64 años (061)",1407,46,34,34,1293
"De 65 y mas años (062)",413,10,4,10,389
"Mujeres (064)",10072,2658,220,136,7064
"Menos de 1 año (065)",299,179,9,,111
"De 1 a 14 años (066)",4006,1994,68,32,1915
"De 15 a 29 años (067)",2756,349,62,36,2312
"De 30 a 44 años (068)",1708,96,51,36,1525
"De 45 a 64 años (069)",966,37,26,20,883
"De 65 y mas años (070)",337,3,4,12,318
