"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHURCAMPA (000)",13586,148,4136,4658,3578,1066
"Empleado (001)",1324,,390,676,251,7
"Obrero (002)",2608,9,808,942,715,134
"Trabajador independiente (003)",6468,20,1574,2180,1950,744
"Empleador o patrono (004)",75,,19,23,27,6
"Trabajador familiar no remunerado (005)",2572,104,1066,699,550,153
"Trabajador del hogar (006)",65,3,33,17,6,6
"Desocupado (008)",474,12,246,121,79,16
"Hombres (009)",9566,86,2873,3269,2570,768
"Empleado (010)",817,,220,399,192,6
"Obrero (011)",2216,6,691,812,598,109
"Trabajador independiente (012)",5055,13,1214,1720,1538,570
"Empleador o patrono (013)",58,,14,18,21,5
"Trabajador familiar no remunerado (014)",1036,60,548,217,148,63
"Trabajador del hogar (015)",6,,2,3,1,
"Desocupado (017)",378,7,184,100,72,15
"Mujeres (018)",4020,62,1263,1389,1008,298
"Empleado (019)",507,,170,277,59,1
"Obrero (020)",392,3,117,130,117,25
"Trabajador independiente (021)",1413,7,360,460,412,174
"Empleador o patrono (022)",17,,5,5,6,1
"Trabajador familiar no remunerado (023)",1536,44,518,482,402,90
"Trabajador del hogar (024)",59,3,31,14,5,6
"Desocupado (026)",96,5,62,21,7,1
,,,,,,
"URBANA (027)",3861,40,1070,1531,1023,197
"Empleado (028)",1042,,305,528,202,7
"Obrero (029)",976,5,265,397,282,27
"Trabajador independiente (030)",1301,5,276,465,424,131
"Empleador o patrono (031)",18,,5,5,6,2
"Trabajador familiar no remunerado (032)",300,23,110,76,69,22
"Trabajador del hogar (033)",42,1,22,12,3,4
"Desocupado (035)",182,6,87,48,37,4
"Hombres (036)",2637,27,712,1035,740,123
"Empleado (037)",643,,174,312,151,6
"Obrero (038)",882,3,244,358,256,21
"Trabajador independiente (039)",816,5,163,292,274,82
"Empleador o patrono (040)",8,,2,2,2,2
"Trabajador familiar no remunerado (041)",146,15,69,29,25,8
"Trabajador del hogar (042)",3,,1,2,,
"Desocupado (044)",139,4,59,40,32,4
"Mujeres (045)",1224,13,358,496,283,74
"Empleado (046)",399,,131,216,51,1
"Obrero (047)",94,2,21,39,26,6
"Trabajador independiente (048)",485,,113,173,150,49
"Empleador o patrono (049)",10,,3,3,4,
"Trabajador familiar no remunerado (050)",154,8,41,47,44,14
"Trabajador del hogar (051)",39,1,21,10,3,4
"Desocupado (053)",43,2,28,8,5,
,,,,,,
"RURAL (054)",9725,108,3066,3127,2555,869
"Empleado (055)",282,,85,148,49,
"Obrero (056)",1632,4,543,545,433,107
"Trabajador independiente (057)",5167,15,1298,1715,1526,613
"Empleador o patrono (058)",57,,14,18,21,4
"Trabajador familiar no remunerado (059)",2272,81,956,623,481,131
"Trabajador del hogar (060)",23,2,11,5,3,2
"Desocupado (062)",292,6,159,73,42,12
"Hombres (063)",6929,59,2161,2234,1830,645
"Empleado (064)",174,,46,87,41,
"Obrero (065)",1334,3,447,454,342,88
"Trabajador independiente (066)",4239,8,1051,1428,1264,488
"Empleador o patrono (067)",50,,12,16,19,3
"Trabajador familiar no remunerado (068)",890,45,479,188,123,55
"Trabajador del hogar (069)",3,,1,1,1,
"Desocupado (071)",239,3,125,60,40,11
"Mujeres (072)",2796,49,905,893,725,224
"Empleado (073)",108,,39,61,8,
"Obrero (074)",298,1,96,91,91,19
"Trabajador independiente (075)",928,7,247,287,262,125
"Empleador o patrono (076)",7,,2,2,2,1
"Trabajador familiar no remunerado (077)",1382,36,477,435,358,76
"Trabajador del hogar (078)",20,2,10,4,2,2
"Desocupado (080)",53,3,34,13,2,1
