"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LEONCIO PRADO (000)",114713,2173,36876,32418,22799,15494,4953
"Jefe o Jefa (001)",30120,,93,5971,11443,9691,2922
"Esposa(o) / compañera(o) (002)",17417,,47,5367,7129,4113,761
"Hijo(a) / hijastro(a) (003)",47864,1505,29500,14500,2041,315,3
"Yerno / nuera (004)",1452,,16,968,407,61,
"Nieto(a) (005)",5462,473,4134,839,15,1,
"Padres / suegros (006)",1422,,,,44,442,936
"Otro(a) pariente (007)",8365,165,2725,3458,1176,590,251
"Trabajador(a) del hogar (008)",439,,32,279,77,39,12
"Pensionistas (009)",137,,10,79,37,8,3
"Otro(a) no pariente (010)",2035,30,319,957,430,234,65
"Hombres (011)",59450,1131,19117,16604,11596,8378,2624
"Jefe o Jefa (012)",22296,,46,4409,8625,7166,2050
"Esposa(o) / compañera(o) (013)",1289,,27,406,456,317,83
"Hijo(a) / hijastro(a) (014)",25586,790,15321,8191,1114,168,2
"Yerno / nuera (015)",667,,5,335,280,47,
"Nieto(a) (016)",2832,240,2116,467,9,,
"Padres / suegros (017)",486,,,,15,147,324
"Otro(a) pariente (018)",4770,88,1435,2065,738,334,110
"Trabajador(a) del hogar (019)",211,,10,118,51,23,9
"Pensionistas (020)",85,,8,45,25,5,2
"Otro(a) no pariente (021)",1228,13,149,568,283,171,44
"Mujeres (022)",55263,1042,17759,15814,11203,7116,2329
"Jefe o Jefa (023)",7824,,47,1562,2818,2525,872
"Esposa(o) / compañera(o) (024)",16128,,20,4961,6673,3796,678
"Hijo(a) / hijastro(a) (025)",22278,715,14179,6309,927,147,1
"Yerno / nuera (026)",785,,11,633,127,14,
"Nieto(a) (027)",2630,233,2018,372,6,1,
"Padres / suegros (028)",936,,,,29,295,612
"Otro(a) pariente (029)",3595,77,1290,1393,438,256,141
"Trabajador(a) del hogar (030)",228,,22,161,26,16,3
"Pensionistas (031)",52,,2,34,12,3,1
"Otro(a) no pariente (032)",807,17,170,389,147,63,21
,,,,,,,
"URBANA (033)",66676,1268,20104,19332,13575,9496,2901
"Jefe o Jefa (034)",17078,,71,3075,6519,5787,1626
"Esposa(o) / compañera(o) (035)",9672,,28,2499,4134,2570,441
"Hijo(a) / hijastro(a) (036)",27152,817,15309,9382,1421,222,1
"Yerno / nuera (037)",976,,9,619,302,46,
"Nieto(a) (038)",3703,323,2760,606,13,1,
"Padres / suegros (039)",927,,,,24,280,623
"Otro(a) pariente (040)",5342,104,1682,2213,779,401,163
"Trabajador(a) del hogar (041)",273,,25,188,39,18,3
"Pensionistas (042)",116,,9,67,33,5,2
"Otro(a) no pariente (043)",1437,24,211,683,311,166,42
"Hombres (044)",32857,652,10284,9334,6374,4813,1400
"Jefe o Jefa (045)",11508,,32,1932,4431,4047,1066
"Esposa(o) / compañera(o) (046)",896,,19,281,310,225,61
"Hijo(a) / hijastro(a) (047)",14064,437,7831,4971,723,102,
"Yerno / nuera (048)",444,,3,205,203,33,
"Nieto(a) (049)",1922,162,1426,326,8,,
"Padres / suegros (050)",267,,,,9,68,190
"Otro(a) pariente (051)",2822,43,873,1174,463,211,58
"Trabajador(a) del hogar (052)",89,,6,57,19,7,
"Pensionistas (053)",67,,7,33,22,4,1
"Otro(a) no pariente (054)",778,10,87,355,186,116,24
"Mujeres (055)",33819,616,9820,9998,7201,4683,1501
"Jefe o Jefa (056)",5570,,39,1143,2088,1740,560
"Esposa(o) / compañera(o) (057)",8776,,9,2218,3824,2345,380
"Hijo(a) / hijastro(a) (058)",13088,380,7478,4411,698,120,1
"Yerno / nuera (059)",532,,6,414,99,13,
"Nieto(a) (060)",1781,161,1334,280,5,1,
"Padres / suegros (061)",660,,,,15,212,433
"Otro(a) pariente (062)",2520,61,809,1039,316,190,105
"Trabajador(a) del hogar (063)",184,,19,131,20,11,3
"Pensionistas (064)",49,,2,34,11,1,1
"Otro(a) no pariente (065)",659,14,124,328,125,50,18
,,,,,,,
"RURAL (066)",48037,905,16772,13086,9224,5998,2052
"Jefe o Jefa (067)",13042,,22,2896,4924,3904,1296
"Esposa(o) / compañera(o) (068)",7745,,19,2868,2995,1543,320
"Hijo(a) / hijastro(a) (069)",20712,688,14191,5118,620,93,2
"Yerno / nuera (070)",476,,7,349,105,15,
"Nieto(a) (071)",1759,150,1374,233,2,,
"Padres / suegros (072)",495,,,,20,162,313
"Otro(a) pariente (073)",3023,61,1043,1245,397,189,88
"Trabajador(a) del hogar (074)",166,,7,91,38,21,9
"Pensionistas (075)",21,,1,12,4,3,1
"Otro(a) no pariente (076)",598,6,108,274,119,68,23
"Hombres (077)",26593,479,8833,7270,5222,3565,1224
"Jefe o Jefa (078)",10788,,14,2477,4194,3119,984
"Esposa(o) / compañera(o) (079)",393,,8,125,146,92,22
"Hijo(a) / hijastro(a) (080)",11522,353,7490,3220,391,66,2
"Yerno / nuera (081)",223,,2,130,77,14,
"Nieto(a) (082)",910,78,690,141,1,,
"Padres / suegros (083)",219,,,,6,79,134
"Otro(a) pariente (084)",1948,45,562,891,275,123,52
"Trabajador(a) del hogar (085)",122,,4,61,32,16,9
"Pensionistas (086)",18,,1,12,3,1,1
"Otro(a) no pariente (087)",450,3,62,213,97,55,20
"Mujeres (088)",21444,426,7939,5816,4002,2433,828
"Jefe o Jefa (089)",2254,,8,419,730,785,312
"Esposa(o) / compañera(o) (090)",7352,,11,2743,2849,1451,298
"Hijo(a) / hijastro(a) (091)",9190,335,6701,1898,229,27,
"Yerno / nuera (092)",253,,5,219,28,1,
"Nieto(a) (093)",849,72,684,92,1,,
"Padres / suegros (094)",276,,,,14,83,179
"Otro(a) pariente (095)",1075,16,481,354,122,66,36
