"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUAROCHIRI (000)",26404,66976,60896,,1118,90.9,1.7
"De 12 a 14 años (001)",2173,15,15,,2,100,13.3
"De 15 a 19 años (002)",3153,454,431,120,94.9,26.4,
"De 20 a 24 años (003)",3115,2490,2415,332,97,13.3,
"De 25 a 29 años (004)",2757,3842,3758,282,97.8,7.3,
"De 30 a 34 años (005)",2632,5286,5139,216,97.2,4.1,
"De 35 a 39 años (006)",2396,6484,6265,122,96.6,1.9,
"De 40 a 44 años (007)",1945,6716,6359,40,94.7,0.6,
"De 45 a 49 años (008)",1632,6511,6057,4,93,0.1,
"De 50 y más años (009)",6601,35178,30457,,86.6,,
"PEA (010)",10686,28609,26258,332,91.8,1.2,
"De 12 a 14 años (011)",110,2,2,,100,,
"De 15 a 19 años (012)",731,129,120,22,93,17.1,
"De 20 a 24 años (013)",1336,834,806,77,96.6,9.2,
"De 25 a 29 años (014)",1278,1502,1464,100,97.5,6.7,
"De 30 a 34 años (015)",1290,2276,2201,65,96.7,2.9,
"De 35 a 39 años (016)",1297,3262,3155,48,96.7,1.5,
"De 40 a 44 años (017)",1060,3488,3311,19,94.9,0.5,
"De 45 a 49 años (018)",875,3334,3123,1,93.7,,
"De 50 y más años (019)",2709,13782,12076,,87.6,,
"Ocupada (020)",10379,28240,25915,322,91.8,1.1,
"De 12 a 14 años (021)",102,2,2,,100,,
"De 15 a 19 años (022)",674,122,113,20,92.6,16.4,
"De 20 a 24 años (023)",1256,809,781,76,96.5,9.4,
"De 25 a 29 años (024)",1235,1470,1432,95,97.4,6.5,
"De 30 a 34 años (025)",1254,2226,2151,63,96.6,2.8,
"De 35 a 39 años (026)",1269,3209,3103,48,96.7,1.5,
"De 40 a 44 años (027)",1044,3441,3267,19,94.9,0.6,
"De 45 a 49 años (028)",860,3294,3084,1,93.6,,
"De 50 y más años (029)",2685,13667,11982,,87.7,,
"Desocupada (030)",307,369,343,10,93,2.7,
"De 12 a 14 años (031)",8,,,,,,
"De 15 a 19 años (032)",57,7,7,2,100,28.6,
"De 20 a 24 años (033)",80,25,25,1,100,4,
"De 25 a 29 años (034)",43,32,32,5,100,15.6,
"De 30 a 34 años (035)",36,50,50,2,100,4,
"De 35 a 39 años (036)",28,53,52,,98.1,,
