"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUAYTARA (000)",372,65,307
"Sin nivel (001)",29,2,27
"Educación inicial (002)",1,,1
"Primaria (003)",135,16,119
"Secundaria (004)",166,39,127
"Superior no univ. incompleta (005)",9,2,7
"Superior no univ. completa (006)",19,4,15
"Superior univ. incompleta (007)",3,1,2
"Superior univ. completa (008)",10,1,9
"De 14 a 29 años (010)",166,54,112
"Sin nivel (011)",4,2,2
"Primaria (013)",37,13,24
"Secundaria (014)",104,33,71
"Superior no univ. incompleta (015)",4,1,3
"Superior no univ. completa (016)",11,4,7
"Superior univ. incompleta (017)",2,1,1
"Superior univ. completa (018)",4,,4
"De 30 a 44 años (020)",109,9,100
"Sin nivel (021)",6,,6
"Educación inicial (022)",1,,1
"Primaria (023)",44,3,41
"Secundaria (024)",43,5,38
"Superior no univ. incompleta (025)",4,1,3
"Superior no univ. completa (026)",5,,5
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",5,,5
"De 45 a 64 años (030)",71,2,69
"Sin nivel (031)",11,,11
"Primaria (033)",39,,39
"Secundaria (034)",16,1,15
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",3,,3
"Superior univ. completa (038)",1,1,
"De 65 y más años (040)",26,,26
"Sin nivel (041)",8,,8
"Primaria (043)",15,,15
"Secundaria (044)",3,,3
,,,
"AREA URBANA (050)",146,29,117
"Sin nivel (051)",4,,4
"Primaria (053)",36,3,33
"Secundaria (054)",80,22,58
"Superior no univ. incompleta (055)",6,2,4
"Superior no univ. completa (056)",11,1,10
"Superior univ. incompleta (057)",3,1,2
"Superior univ. completa (058)",6,,6
"De 14 a 29 años (060)",73,24,49
"Primaria (063)",11,2,9
"Secundaria (064)",50,19,31
"Superior no univ. incompleta (065)",2,1,1
"Superior no univ. completa (066)",5,1,4
"Superior univ. incompleta (067)",2,1,1
"Superior univ. completa (068)",3,,3
"De 30 a 44 años (070)",45,5,40
"Primaria (073)",12,1,11
"Secundaria (074)",22,3,19
"Superior no univ. incompleta (075)",3,1,2
"Superior no univ. completa (076)",4,,4
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",3,,3
"De 45 a 64 años (080)",21,,21
"Sin nivel (081)",2,,2
"Primaria (083)",8,,8
"Secundaria (084)",8,,8
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",2,,2
"De 65 y más años (090)",7,,7
"Sin nivel (091)",2,,2
"Primaria (093)",5,,5
,,,
"AREA RURAL (100)",226,36,190
"Sin nivel (101)",25,2,23
"Educación inicial (102)",1,,1
"Primaria (103)",99,13,86
"Secundaria (104)",86,17,69
"Superior no univ. incompleta (105)",3,,3
"Superior no univ. completa (106)",8,3,5
"Superior univ. completa (108)",4,1,3
"De 14 a 29 años (110)",93,30,63
"Sin nivel (111)",4,2,2
"Primaria (113)",26,11,15
"Secundaria (114)",54,14,40
"Superior no univ. incompleta (115)",2,,2
"Superior no univ. completa (116)",6,3,3
"Superior univ. completa (118)",1,,1
"De 30 a 44 años (120)",64,4,60
"Sin nivel (121)",6,,6
"Educación inicial (122)",1,,1
"Primaria (123)",32,2,30
"Secundaria (124)",21,2,19
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",1,,1
"Superior univ. completa (128)",2,,2
"De 45 a 64 años (130)",50,2,48
"Sin nivel (131)",9,,9
"Primaria (133)",31,,31
"Secundaria (134)",8,1,7
"Superior no univ. completa (136)",1,,1
"Superior univ. completa (138)",1,1,
"De 65 y más años (140)",19,,19
"Sin nivel (141)",6,,6
"Primaria (143)",10,,10
"Secundaria (144)",3,,3
