"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CASTILLA (000)",16479,10234,2059,1820,2366
"Sin nivel (001)",1330,1072,161,74,23
"Educación inicial (002)",15,11,3,,1
"Primaria (003)",4016,2902,531,382,201
"Secundaria (004)",6531,3872,861,792,1006
"Superior no univ. incompleta (005)",1064,667,121,93,183
"Superior no univ. completa (006)",1667,804,175,201,487
"Superior univ. incompleta (007)",520,352,54,26,88
"Superior univ. completa (008)",1336,554,153,252,377
"De 06 a 14 años (010)",238,200,24,13,1
"Sin nivel (011)",9,9,,,
"Educación inicial (012)",5,5,,,
"Primaria (013)",149,129,13,6,1
"Secundaria (014)",75,57,11,7,
"De 15 a 29 años (020)",4681,2667,663,674,677
"Sin nivel (021)",37,31,4,1,1
"Educación inicial (022)",6,3,2,,1
"Primaria (023)",688,470,95,90,33
"Secundaria (024)",2578,1470,386,402,320
"Superior no univ. incompleta (025)",410,249,60,48,53
"Superior no univ. completa (026)",597,270,65,83,179
"Superior univ. incompleta (027)",124,88,15,8,13
"Superior univ. completa (028)",241,86,36,42,77
"De 30 a 44 años (030)",6007,3274,804,716,1213
"Sin nivel (031)",358,272,57,21,8
"Educación inicial (032)",4,3,1,,
"Primaria (033)",1152,731,199,143,79
"Secundaria (034)",2439,1314,319,285,521
"Superior no univ. incompleta (035)",428,246,40,35,107
"Superior no univ. completa (036)",751,337,84,89,241
"Superior univ. incompleta (037)",228,137,26,13,52
"Superior univ. completa (038)",647,234,78,130,205
"De 45 a 64 años (040)",4265,2948,486,377,454
"Sin nivel (041)",574,450,75,39,10
"Primaria (043)",1430,1035,185,127,83
"Secundaria (044)",1238,851,137,94,156
"Superior no univ. incompleta (045)",200,148,20,10,22
"Superior no univ. completa (046)",280,162,23,28,67
"Superior univ. incompleta (047)",144,105,11,5,23
"Superior univ. completa (048)",399,197,35,74,93
"De 65 y más años (050)",1288,1145,82,40,21
"Sin nivel (051)",352,310,25,13,4
"Primaria (053)",597,537,39,16,5
"Secundaria (054)",201,180,8,4,9
"Superior no univ. incompleta (055)",26,24,1,,1
"Superior no univ. completa (056)",39,35,3,1,
"Superior univ. incompleta (057)",24,22,2,,
"Superior univ. completa (058)",49,37,4,6,2
,,,,,
