"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia TRUJILLO",,,,,,,,,
"Viviendas particulares (001)",177643,139480,10182,3563,6523,8640,353,6970,1932
"Ocupantes presentes (002)",805409,652969,41440,14440,24347,35480,1388,28137,7208
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",161897,127863,7646,3370,6081,8174,338,6596,1829
"Ocupantes presentes (005)",748846,609924,33053,13734,23030,33979,1332,26916,6878
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",9320,7983,1330,,,,,7,
"Ocupantes presentes (008)",33366,28863,4473,,,,,30,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3028,2283,685,,,,,60,
"Ocupantes presentes (011)",11458,9004,2239,,,,,215,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1829,1036,485,76,46,107,2,67,10
"Ocupantes presentes (014)",6924,4195,1551,267,163,452,11,238,47
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",71,,,9,,32,7,22,1
"Ocupantes presentes (017)",299,,,38,,151,28,81,1
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1099,85,11,63,372,303,1,193,71
"Ocupantes presentes (020)",3300,324,39,212,1084,819,4,595,223
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",374,230,25,25,22,24,4,25,19
"Ocupantes presentes (023)",1122,659,85,112,62,79,12,62,51
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",25,,,20,2,,1,,2
"Ocupantes presentes (026)",94,,,77,8,,1,,8
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",173046,137364,9590,3388,6419,7575,84,6727,1899
"Ocupantes presentes (029)",785917,643832,38881,13707,23961,30863,316,27253,7104
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",157377,125748,7054,3204,5977,7144,78,6375,1797
"Ocupantes presentes (032)",729668,600794,30494,13039,22644,29519,290,26113,6775
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",9320,7983,1330,,,,,7,
"Ocupantes presentes (035)",33366,28863,4473,,,,,30,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3028,2283,685,,,,,60,
"Ocupantes presentes (038)",11458,9004,2239,,,,,215,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1829,1036,485,76,46,107,2,67,10
"Ocupantes presentes (041)",6924,4195,1551,267,163,452,11,238,47
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1099,85,11,63,372,303,1,193,71
"Ocupantes presentes (047)",3300,324,39,212,1084,819,4,595,223
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",369,229,25,25,22,21,3,25,19
"Ocupantes presentes (050)",1108,652,85,112,62,73,11,62,51
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",24,,,20,2,,,,2
"Ocupantes presentes (053)",93,,,77,8,,,,8
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4597,2116,592,175,104,1065,269,243,33
"Ocupantes presentes (056)",19492,9137,2559,733,386,4617,1072,884,104
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4520,2115,592,166,104,1030,260,221,32
"Ocupantes presentes (059)",19178,9130,2559,695,386,4460,1042,803,103
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",71,,,9,,32,7,22,1
"Ocupantes presentes (071)",299,,,38,,151,28,81,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",5,1,,,,3,1,,
"Ocupantes presentes (077)",14,7,,,,6,1,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",1,,,,,,1,,
