"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia ANTONIO RAYMONDI",,,,,,,,,
"Viviendas particulares (001)",3951,3065,178,60,,211,256,165,16
"Ocupantes presentes (002)",16819,13232,760,295,,846,1081,570,35
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3914,3060,178,60,,204,238,159,15
"Ocupantes presentes (005)",16664,13214,760,295,,825,991,548,31
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",4,4,,,,,,,
"Ocupantes presentes (014)",13,13,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",31,,,,,7,18,6,
"Ocupantes presentes (017)",133,,,,,21,90,22,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",5,5,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1068,950,37,9,,31,,30,11
"Ocupantes presentes (029)",4233,3781,140,63,,127,,92,30
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1062,945,37,9,,31,,30,10
"Ocupantes presentes (032)",4211,3763,140,63,,127,,92,26
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",4,4,,,,,,,
"Ocupantes presentes (041)",13,13,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",5,5,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2883,2115,141,51,,180,256,135,5
"Ocupantes presentes (056)",12586,9451,620,232,,719,1081,478,5
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2852,2115,141,51,,173,238,129,5
"Ocupantes presentes (059)",12453,9451,620,232,,698,991,456,5
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",31,,,,,7,18,6,
"Ocupantes presentes (071)",133,,,,,21,90,22,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
