"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CHINCHEROS (000)",12894,296,6032,3675,1024,351,122,62,11,,1321
"Conviviente (001)",2852,70,1353,811,232,65,19,7,2,,293
"Separado(a) (002)",653,20,286,196,63,29,8,5,1,,45
"Casado(a) (003)",7189,163,3615,2119,548,176,61,35,3,,469
"Viudo(a) (004)",1392,31,588,398,115,56,24,13,3,,164
"Divorciado(a) (005)",55,3,30,13,1,5,1,,,,2
"Soltero(a) (006)",753,9,160,138,65,20,9,2,2,,348
,,,,,,,,,,,
"URBANA (008)",4149,79,1761,1223,437,157,47,28,2,,415
"Conviviente (009)",1029,17,430,318,131,27,6,6,,,94
"Separado(a) (010)",234,6,101,67,27,14,1,3,,,15
"Casado(a) (011)",2232,44,1014,690,216,85,28,12,,,143
"Viudo(a) (012)",376,9,161,92,33,22,7,7,1,,44
"Divorciado(a) (013)",22,,11,6,1,2,1,,,,1
"Soltero(a) (014)",256,3,44,50,29,7,4,,1,,118
,,,,,,,,,,,
"RURAL (016)",8745,217,4271,2452,587,194,75,34,9,,906
"Conviviente (017)",1823,53,923,493,101,38,13,1,2,,199
"Separado(a) (018)",419,14,185,129,36,15,7,2,1,,30
"Casado(a) (019)",4957,119,2601,1429,332,91,33,23,3,,326
"Viudo(a) (020)",1016,22,427,306,82,34,17,6,2,,120
"Divorciado(a) (021)",33,3,19,7,,3,,,,,1
"Soltero(a) (022)",497,6,116,88,36,13,5,2,1,,230
