"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",12144,110,3920,3854,1206,431,203,67,7,,2346
"Conviviente (001)",3209,31,1094,1144,297,91,32,9,,,511
"Separado(a) (002)",675,8,252,199,76,27,13,4,1,,95
"Casado(a) (003)",5292,48,1899,1874,601,211,106,34,5,,514
"Viudo(a) (004)",1387,17,520,449,132,70,36,15,1,,147
"Divorciado(a) (005)",64,1,21,22,1,1,2,2,,,14
"Soltero(a) (006)",1517,5,134,166,99,31,14,3,,,1065
,,,,,,,,,,,
"URBANA (008)",7443,66,2265,2282,791,276,143,44,4,,1572
"Conviviente (009)",1786,14,556,642,195,57,17,5,,,300
"Separado(a) (010)",405,3,146,115,54,19,10,3,,,55
"Casado(a) (011)",3311,32,1139,1118,403,138,81,21,3,,376
"Viudo(a) (012)",891,16,326,284,72,47,23,12,1,,110
"Divorciado(a) (013)",43,1,10,17,1,1,2,2,,,9
"Soltero(a) (014)",1007,,88,106,66,14,10,1,,,722
,,,,,,,,,,,
"RURAL (016)",4701,44,1655,1572,415,155,60,23,3,,774
"Conviviente (017)",1423,17,538,502,102,34,15,4,,,211
"Separado(a) (018)",270,5,106,84,22,8,3,1,1,,40
"Casado(a) (019)",1981,16,760,756,198,73,25,13,2,,138
"Viudo(a) (020)",496,1,194,165,60,23,13,3,,,37
"Divorciado(a) (021)",21,,11,5,,,,,,,5
"Soltero(a) (022)",510,5,46,60,33,17,4,2,,,343
