"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TOCACHE (000)",29486,4894,5927,14341,731,2958,635
"Agric., ganadería, caza y silvicultura (001)",17168,141,4065,10100,495,2367,
"Pesca (002)",16,2,3,6,,5,
"Explotación de minas y canteras (003)",9,1,7,1,,,
"Industrias manufactureras (004)",1149,121,602,372,27,27,
"Suministro de electricidad, gas y agua (005)",37,11,23,2,1,,
"Construcción (006)",779,42,538,167,18,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2719,297,108,1862,111,341,
"Venta, mant.y rep. veh.autom.y motoc. (008)",376,35,86,225,18,12,
"Comercio al por mayor (009)",138,24,4,76,14,20,
"Comercio al por menor (010)",2205,238,18,1561,79,309,
"Hoteles y restaurantes (011)",978,227,64,595,37,55,
"Trans., almac. y comunicaciones (012)",1222,230,217,748,13,14,
"Intermediación financiera (013)",42,40,1,1,,,
"Activid.inmobil., empres. y alquileres (014)",432,314,27,85,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1326,1255,71,,,,
"Enseñanza (016)",1316,1283,,32,,1,
"Servicios sociales y de salud (017)",284,226,2,49,4,3,
"Otras activ. serv.comun.soc y personales (018)",642,431,55,138,5,13,
"Hogares privados con servicio doméstico (019)",635,,,,,,635
"Actividad economica no especificada (021)",732,273,144,183,15,117,
"Hombres (022)",23032,3317,5396,11877,607,1803,32
"Agric., ganadería, caza y silvicultura (023)",15276,130,3737,9341,458,1610,
"Pesca (024)",16,2,3,6,,5,
"Explotación de minas y canteras (025)",9,1,7,1,,,
"Industrias manufactureras (026)",973,101,549,276,26,21,
"Suministro de electricidad, gas y agua (027)",32,7,22,2,1,,
"Construcción (028)",760,38,525,166,18,13,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1443,159,103,1027,62,92,
"Venta, mant.y rep. veh.autom.y motoc. (030)",342,25,82,209,18,8,
"Comercio al por mayor (031)",76,11,4,53,5,3,
"Comercio al por menor (032)",1025,123,17,765,39,81,
"Hoteles y restaurantes (033)",198,59,14,102,12,11,
"Trans., almac. y comunicaciones (034)",1161,191,215,729,13,13,
"Intermediación financiera (035)",34,32,1,1,,,
"Activid.inmobil., empres. y alquileres (036)",348,247,26,71,4,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",1189,1122,67,,,,
"Enseñanza (038)",677,661,,15,,1,
"Servicios sociales y de salud (039)",139,102,1,32,4,,
"Otras activ. serv.comun.soc y personales (040)",470,374,38,48,2,8,
"Hogares privados con servicio doméstico (041)",32,,,,,,32
"Actividad economica no especificada (043)",275,91,88,60,7,29,
"Mujeres (044)",6454,1577,531,2464,124,1155,603
"Agric., ganadería, caza y silvicultura (045)",1892,11,328,759,37,757,
"Industrias manufactureras (048)",176,20,53,96,1,6,
"Suministro de electricidad, gas y agua (049)",5,4,1,,,,
"Construcción (050)",19,4,13,1,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1276,138,5,835,49,249,
"Venta, mant.y rep. veh.autom.y motoc. (052)",34,10,4,16,,4,
"Comercio al por mayor (053)",62,13,,23,9,17,
"Comercio al por menor (054)",1180,115,1,796,40,228,
"Hoteles y restaurantes (055)",780,168,50,493,25,44,
"Trans., almac. y comunicaciones (056)",61,39,2,19,,1,
"Intermediación financiera (057)",8,8,,,,,
"Activid.inmobil., empres. y alquileres (058)",84,67,1,14,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (059)",137,133,4,,,,
"Enseñanza (060)",639,622,,17,,,
"Servicios sociales y de salud (061)",145,124,1,17,,3,
"Otras activ. serv.comun.soc y personales (062)",172,57,17,90,3,5,
"Hogares privados con servicio doméstico (063)",603,,,,,,603
"Actividad economica no especificada (065)",457,182,56,123,8,88,
,,,,,,,
"URBANA (066)",15070,4308,2324,6500,384,1115,439
"Agric., ganadería, caza y silvicultura (067)",4848,89,984,2947,173,655,
"Pesca (068)",13,2,3,3,,5,
"Explotación de minas y canteras (069)",3,1,2,,,,
"Industrias manufactureras (070)",864,81,429,315,20,19,
"Suministro de electricidad, gas y agua (071)",28,11,14,2,1,,
"Construcción (072)",569,37,374,135,17,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2379,271,93,1594,107,314,
"Venta, mant.y rep. veh.autom.y motoc. (074)",336,31,73,203,18,11,
"Comercio al por mayor (075)",121,20,3,68,12,18,
"Comercio al por menor (076)",1922,220,17,1323,77,285,
"Hoteles y restaurantes (077)",826,208,49,506,27,36,
"Trans., almac. y comunicaciones (078)",960,210,144,582,13,11,
"Intermediación financiera (079)",38,36,1,1,,,
"Activid.inmobil., empres. y alquileres (080)",342,239,19,78,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (081)",1268,1213,55,,,,
"Enseñanza (082)",1110,1082,,28,,,
"Servicios sociales y de salud (083)",243,188,2,46,4,3,
"Otras activ. serv.comun.soc y personales (084)",599,412,45,125,5,12,
"Hogares privados con servicio doméstico (085)",439,,,,,,439
"Actividad economica no especificada (087)",541,228,110,138,12,53,
"Hombres (088)",10659,2928,2065,4757,290,596,23
"Agric., ganadería, caza y silvicultura (089)",4199,83,877,2643,155,441,
"Pesca (090)",13,2,3,3,,5,
"Explotación de minas y canteras (091)",3,1,2,,,,
"Industrias manufactureras (092)",706,63,383,227,19,14,
"Suministro de electricidad, gas y agua (093)",24,7,14,2,1,,
"Construcción (094)",559,33,370,134,17,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1269,143,88,893,60,85,
"Venta, mant.y rep. veh.autom.y motoc. (096)",308,21,69,192,18,8,
"Comercio al por mayor (097)",64,8,3,46,4,3,
"Comercio al por menor (098)",897,114,16,655,38,74,
"Hoteles y restaurantes (099)",173,56,11,89,8,9,
"Trans., almac. y comunicaciones (100)",905,173,142,566,13,11,
"Intermediación financiera (101)",30,28,1,1,,,
"Activid.inmobil., empres. y alquileres (102)",269,183,18,64,4,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",1138,1086,52,,,,
"Enseñanza (104)",559,545,,14,,,
"Servicios sociales y de salud (105)",121,86,1,30,4,,
"Otras activ. serv.comun.soc y personales (106)",441,359,33,40,2,7,
"Hogares privados con servicio doméstico (107)",23,,,,,,23
"Actividad economica no especificada (109)",227,80,70,51,7,19,
"Mujeres (110)",4411,1380,259,1743,94,519,416
"Agric., ganadería, caza y silvicultura (111)",649,6,107,304,18,214,
"Industrias manufactureras (114)",158,18,46,88,1,5,
"Suministro de electricidad, gas y agua (115)",4,4,,,,,
"Construcción (116)",10,4,4,1,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1110,128,5,701,47,229,
"Venta, mant.y rep. veh.autom.y motoc. (118)",28,10,4,11,,3,
"Comercio al por mayor (119)",57,12,,22,8,15,
"Comercio al por menor (120)",1025,106,1,668,39,211,
"Hoteles y restaurantes (121)",653,152,38,417,19,27,
