"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CONDESUYOS (000)",4687,4525,8,836,883,728,1000,615,334,121,162,17271
"De 12 a 14 años (001)",11,3,,3,,,,,,,8,3
"De 15 a 19 años (002)",102,93,1,79,11,1,1,,,,9,108
"De 20 a 24 años (003)",464,417,,267,117,24,8,1,,,47,614
"De 25 a 29 años (004)",500,466,,164,168,84,46,3,1,,34,970
"De 30 a 34 años (005)",500,481,1,90,156,116,96,18,4,,19,1314
"De 35 a 39 años (006)",538,530,1,57,142,137,127,51,13,2,8,1762
"De 40 a 44 años (007)",491,484,1,43,95,105,165,53,16,6,7,1811
"De 45 a 49 años (008)",389,378,,33,49,60,107,89,31,9,11,1719
"De 50 y más años (009)",1692,1673,4,100,145,201,450,400,269,104,19,8970
"PEA (010)",1893,1823,3,367,367,340,379,222,110,35,70,6526
"De 15 a 19 años (012)",38,36,1,30,4,1,,,,,2,41
"De 20 a 24 años (013)",148,130,,85,33,9,3,,,,18,192
"De 25 a 29 años (014)",206,185,,78,68,30,8,1,,,21,343
"De 30 a 34 años (015)",224,216,,47,71,51,36,9,2,,8,572
"De 35 a 39 años (016)",253,247,,37,70,67,53,14,5,1,6,753
"De 40 a 44 años (017)",245,239,1,26,43,57,80,22,8,2,6,863
"De 45 a 49 años (018)",193,190,,21,32,36,49,33,16,3,3,786
"De 50 y más años (019)",586,580,1,43,46,89,150,143,79,29,6,2976
"Ocupada (020)",1858,1792,3,361,359,335,373,219,108,34,66,6413
"De 15 a 19 años (022)",37,35,1,30,3,1,,,,,2,39
"De 20 a 24 años (023)",140,123,,81,31,8,3,,,,17,181
"De 25 a 29 años (024)",202,184,,78,68,29,8,1,,,18,340
