"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ASCOPE (000)",2883,722,2161
"De 14 a 29 años (001)",1488,569,919
"De 30 a 44 años (002)",897,130,767
"De 45 a 64 años (003)",436,23,413
"De 65 y más años (004)",62,,62
"Hombres (005)",2200,476,1724
"De 14 a 29 años (006)",1067,374,693
"De 30 a 44 años (007)",695,87,608
"De 45 a 64 años (008)",379,15,364
"De 65 y más años (009)",59,,59
"Mujeres (010)",683,246,437
"De 14 a 29 años (011)",421,195,226
"De 30 a 44 años (012)",202,43,159
"De 45 a 64 años (013)",57,8,49
"De 65 y más años (014)",3,,3
,,,
"AREA URBANA (015)",2683,653,2030
"De 14 a 29 años (016)",1366,507,859
"De 30 a 44 años (017)",842,124,718
"De 45 a 64 años (018)",415,22,393
"De 65 y más años (019)",60,,60
"Hombres (020)",2056,445,1611
"De 14 a 29 años (021)",988,344,644
"De 30 a 44 años (022)",651,86,565
"De 45 a 64 años (023)",360,15,345
"De 65 y más años (024)",57,,57
"Mujeres (025)",627,208,419
"De 14 a 29 años (026)",378,163,215
"De 30 a 44 años (027)",191,38,153
"De 45 a 64 años (028)",55,7,48
"De 65 y más años (029)",3,,3
,,,
"AREA RURAL (030)",200,69,131
"De 14 a 29 años (031)",122,62,60
"De 30 a 44 años (032)",55,6,49
"De 45 a 64 años (033)",21,1,20
"De 65 y más años (034)",2,,2
"Hombres (035)",144,31,113
"De 14 a 29 años (036)",79,30,49
"De 30 a 44 años (037)",44,1,43
"De 45 a 64 años (038)",19,,19
"De 65 y más años (039)",2,,2
"Mujeres (040)",56,38,18
"De 14 a 29 años (041)",43,32,11
"De 30 a 44 años (042)",11,5,6
"De 45 a 64 años (043)",2,1,1
