"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PADRE ABAD (000)",50590,1280,16737,14515,10864,5760,1434
"Hombres (001)",27999,675,8683,7906,6204,3657,874
"Mujeres (002)",22591,605,8054,6609,4660,2103,560
"Viviendas particulares (003)",48740,1266,16611,13820,10179,5448,1416
"Hombres (004)",26495,668,8623,7366,5608,3370,860
"Mujeres (005)",22245,598,7988,6454,4571,2078,556
"Viviendas colectivas (006)",1225,7,83,492,459,178,6
"Hombres (007)",1023,4,42,389,413,169,6
"Mujeres (008)",202,3,41,103,46,9,
"Otro tipo (009)",625,7,43,203,226,134,12
"Hombres (010)",481,3,18,151,183,118,8
"Mujeres (011)",144,4,25,52,43,16,4
,,,,,,,
"URBANA (012)",26722,605,8410,8029,6086,2923,669
"Hombres (013)",14309,305,4233,4179,3361,1850,381
"Mujeres (014)",12413,300,4177,3850,2725,1073,288
"Viviendas particulares (015)",24907,591,8286,7346,5414,2619,651
"Hombres (016)",12833,298,4175,3648,2775,1570,367
"Mujeres (017)",12074,293,4111,3698,2639,1049,284
"Viviendas colectivas (018)",1210,7,81,488,453,175,6
"Hombres (019)",1015,4,40,388,410,167,6
"Mujeres (020)",195,3,41,100,43,8,
"Otro tipo (021)",605,7,43,195,219,129,12
"Hombres (022)",461,3,18,143,176,113,8
"Mujeres (023)",144,4,25,52,43,16,4
,,,,,,,
"RURAL (024)",23868,675,8327,6486,4778,2837,765
"Hombres (025)",13690,370,4450,3727,2843,1807,493
"Mujeres (026)",10178,305,3877,2759,1935,1030,272
"Viviendas particulares (027)",23833,675,8325,6474,4765,2829,765
"Hombres (028)",13662,370,4448,3718,2833,1800,493
"Mujeres (029)",10171,305,3877,2756,1932,1029,272
"Viviendas colectivas (030)",15,,2,4,6,3,
"Hombres (031)",8,,2,1,3,2,
"Mujeres (032)",7,,,3,3,1,
"Otro tipo (033)",20,,,8,7,5,
"Hombres (034)",20,,,8,7,5,
