"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia GRAN CHIMU (000)",28432,8293,2435,654,17080
"Sin Nivel (001)",4770,1699,151,59,2864
"Educación Inicial (002)",861,547,64,16,235
"Primaria (003)",14766,4475,691,222,9385
"Secundaria (004)",5931,1439,679,198,3623
"Sup. no Univ. Incompleta (005)",423,32,91,18,282
"Sup. no Univ. Completa (006)",726,50,276,66,338
"Sup. Univ. Incompleta (007)",250,14,68,23,148
"Sup. Univ. Completa (008)",705,37,415,52,205
"Hombres (010)",15372,4010,1577,425,9382
"Sin Nivel (011)",2043,783,83,26,1153
"Educación Inicial (012)",425,252,38,8,128
"Primaria (013)",8131,2222,396,128,5391
"Secundaria (014)",3549,699,521,156,2177
"Sup. no Univ. Incompleta (015)",236,11,63,14,148
"Sup. no Univ. Completa (016)",400,14,166,47,176
"Sup. Univ. Incompleta (017)",160,8,47,15,93
"Sup. Univ. Completa (018)",428,21,263,31,116
"Mujeres (020)",13060,4283,858,229,7698
"Sin Nivel (021)",2727,916,68,33,1711
"Educación Inicial (022)",436,295,26,8,107
"Primaria (023)",6635,2253,295,94,3994
"Secundaria (024)",2382,740,158,42,1446
"Sup. no Univ. Incompleta (025)",187,21,28,4,134
"Sup. no Univ. Completa (026)",326,36,110,19,162
"Sup. Univ. Incompleta (027)",90,6,21,8,55
"Sup. Univ. Completa (028)",277,16,152,21,89
,,,,,
"URBANA (030)",6204,1706,1026,227,3263
"Sin Nivel (031)",572,228,67,17,262
"Educación Inicial (032)",218,133,42,4,40
"Primaria (033)",2531,761,314,77,1382
"Secundaria (034)",1780,501,230,52,1003
"Sup. no Univ. Incompleta (035)",214,15,34,7,158
"Sup. no Univ. Completa (036)",397,34,147,39,180
"Sup. Univ. Incompleta (037)",138,10,27,11,91
"Sup. Univ. Completa (038)",354,24,165,20,147
"Hombres (040)",3094,796,523,133,1653
"Sin Nivel (041)",216,111,37,8,62
"Educación Inicial (042)",131,72,29,1,30
"Primaria (043)",1207,342,151,36,680
"Secundaria (044)",968,238,121,38,573
"Sup. no Univ. Incompleta (045)",111,6,12,5,88
"Sup. no Univ. Completa (046)",186,7,71,28,82
"Sup. Univ. Incompleta (047)",80,6,12,8,55
"Sup. Univ. Completa (048)",195,14,90,9,83
"Mujeres (050)",3110,910,503,94,1610
"Sin Nivel (051)",356,117,30,9,200
"Educación Inicial (052)",87,61,13,3,10
"Primaria (053)",1324,419,163,41,702
"Secundaria (054)",812,263,109,14,430
"Sup. no Univ. Incompleta (055)",103,9,22,2,70
"Sup. no Univ. Completa (056)",211,27,76,11,98
"Sup. Univ. Incompleta (057)",58,4,15,3,36
"Sup. Univ. Completa (058)",159,10,75,11,64
,,,,,
"RURAL (060)",22228,6587,1409,427,13817
"Sin Nivel (061)",4198,1471,84,42,2602
"Educación Inicial (062)",643,414,22,12,195
"Primaria (063)",12235,3714,377,145,8003
"Secundaria (064)",4151,938,449,146,2620
"Sup. no Univ. Incompleta (065)",209,17,57,11,124
"Sup. no Univ. Completa (066)",329,16,129,27,158
"Sup. Univ. Incompleta (067)",112,4,41,12,57
"Sup. Univ. Completa (068)",351,13,250,32,58
"Hombres (070)",12278,3214,1054,292,7729
"Sin Nivel (071)",1827,672,46,18,1091
"Educación Inicial (072)",294,180,9,7,98
"Primaria (073)",6924,1880,245,92,4711
"Secundaria (074)",2581,461,400,118,1604
"Sup. no Univ. Incompleta (075)",125,5,51,9,60
"Sup. no Univ. Completa (076)",214,7,95,19,94
"Sup. Univ. Incompleta (077)",80,2,35,7,38
"Sup. Univ. Completa (078)",233,7,173,22,33
"Mujeres (080)",9950,3373,355,135,6088
"Sin Nivel (081)",2371,799,38,24,1511
"Educación Inicial (082)",349,234,13,5,97
"Primaria (083)",5311,1834,132,53,3292
"Secundaria (084)",1570,477,49,28,1016
"Sup. no Univ. Incompleta (085)",84,12,6,2,64
"Sup. no Univ. Completa (086)",115,9,34,8,64
"Sup. Univ. Incompleta (087)",32,2,6,5,19
"Sup. Univ. Completa (088)",118,6,77,10,25
