"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SAN ANTONIO DE PUTINA (000)",2436,839,1597
"Sin nivel (001)",117,29,88
"Educación inicial (002)",8,7,1
"Primaria (003)",769,203,566
"Secundaria (004)",1312,501,811
"Superior no univ. incompleta (005)",59,24,35
"Superior no univ. completa (006)",74,36,38
"Superior univ. incompleta (007)",32,11,21
"Superior univ. completa (008)",65,28,37
"Hombres (010)",1856,579,1277
"Sin nivel (011)",76,17,59
"Educación inicial (012)",4,3,1
"Primaria (013)",569,128,441
"Secundaria (014)",1036,362,674
"Superior no univ. incompleta (015)",51,20,31
"Superior no univ. completa (016)",51,24,27
"Superior univ. incompleta (017)",27,7,20
"Superior univ. completa (018)",42,18,24
"Mujeres (020)",580,260,320
"Sin nivel (021)",41,12,29
"Educación inicial (022)",4,4,
"Primaria (023)",200,75,125
"Secundaria (024)",276,139,137
"Superior no univ. incompleta (025)",8,4,4
"Superior no univ. completa (026)",23,12,11
"Superior univ. incompleta (027)",5,4,1
"Superior univ. completa (028)",23,10,13
,,,
"AREA URBANA (030)",1823,569,1254
"Sin nivel (031)",89,21,68
"Educación inicial (032)",5,4,1
"Primaria (033)",550,131,419
"Secundaria (034)",981,332,649
"Superior no univ. incompleta (035)",52,21,31
"Superior no univ. completa (036)",59,25,34
"Superior univ. incompleta (037)",29,10,19
"Superior univ. completa (038)",58,25,33
"Hombres (040)",1369,377,992
"Sin nivel (041)",56,12,44
"Educación inicial (042)",2,1,1
"Primaria (043)",410,89,321
"Secundaria (044)",760,223,537
"Superior no univ. incompleta (045)",44,17,27
"Superior no univ. completa (046)",37,14,23
"Superior univ. incompleta (047)",24,6,18
"Superior univ. completa (048)",36,15,21
"Mujeres (050)",454,192,262
"Sin nivel (051)",33,9,24
"Educación inicial (052)",3,3,
"Primaria (053)",140,42,98
"Secundaria (054)",221,109,112
"Superior no univ. incompleta (055)",8,4,4
"Superior no univ. completa (056)",22,11,11
"Superior univ. incompleta (057)",5,4,1
"Superior univ. completa (058)",22,10,12
,,,
"AREA RURAL (060)",613,270,343
"Sin nivel (061)",28,8,20
"Educación inicial (062)",3,3,
"Primaria (063)",219,72,147
"Secundaria (064)",331,169,162
"Superior no univ. incompleta (065)",7,3,4
"Superior no univ. completa (066)",15,11,4
"Superior univ. incompleta (067)",3,1,2
"Superior univ. completa (068)",7,3,4
"Hombres (070)",487,202,285
"Sin nivel (071)",20,5,15
"Educación inicial (072)",2,2,
"Primaria (073)",159,39,120
"Secundaria (074)",276,139,137
"Superior no univ. incompleta (075)",7,3,4
"Superior no univ. completa (076)",14,10,4
"Superior univ. incompleta (077)",3,1,2
"Superior univ. completa (078)",6,3,3
"Mujeres (080)",126,68,58
"Sin nivel (081)",8,3,5
"Educación inicial (082)",1,1,
"Primaria (083)",60,33,27
"Secundaria (084)",55,30,25
"Superior no univ. completa (086)",1,1,
"Superior univ. completa (088)",1,,1
