"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ASCOPE",,,,,,,,,
"Viviendas particulares (001)",4787,4446,162,26,19,3,2,2,127
"Ocupantes presentes (002)",20328,18913,678,119,89,12,6,9,502
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4761,4423,161,25,19,3,2,2,126
"Ocupantes presentes (005)",20221,18820,674,117,89,12,6,9,494
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",5,5,,,,,,,
"Ocupantes presentes (008)",25,25,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",4,4,,,,,,,
"Ocupantes presentes (011)",11,11,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",11,8,1,1,,,,,1
"Ocupantes presentes (014)",51,37,4,2,,,,,8
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,1,,,,,,,
"Ocupantes presentes (017)",3,3,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,3,,,,,,,
"Ocupantes presentes (020)",15,15,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,2,,,,,,,
"Ocupantes presentes (023)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4375,4168,136,26,18,3,2,1,21
"Ocupantes presentes (029)",18667,17759,593,119,88,12,6,7,83
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4350,4146,135,25,18,3,2,1,20
"Ocupantes presentes (032)",18563,17669,589,117,88,12,6,7,75
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",5,5,,,,,,,
"Ocupantes presentes (035)",25,25,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",4,4,,,,,,,
"Ocupantes presentes (038)",11,11,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",11,8,1,1,,,,,1
"Ocupantes presentes (041)",51,37,4,2,,,,,8
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,3,,,,,,,
"Ocupantes presentes (047)",15,15,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,2,,,,,,,
"Ocupantes presentes (050)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",412,278,26,,1,,,1,106
"Ocupantes presentes (056)",1661,1154,85,,1,,,2,419
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",411,277,26,,1,,,1,106
"Ocupantes presentes (059)",1658,1151,85,,1,,,2,419
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,1,,,,,,,
"Ocupantes presentes (071)",3,3,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
