"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia REQUENA (000)",53317,1695,688,29506,17794,1018,1483,427,706
"Hombres (001)",28166,602,366,14826,10141,632,852,284,463
"Mujeres (002)",25151,1093,322,14680,7653,386,631,143,243
"PEA (003)",22044,602,23,10411,8343,570,1200,289,606
"Hombres (004)",15473,293,12,7124,6306,414,712,213,399
"Mujeres (005)",6571,309,11,3287,2037,156,488,76,207
"Ocupada (006)",21213,587,22,10096,7925,550,1164,282,587
"Hombres (007)",14867,282,12,6900,5990,400,689,208,386
"Mujeres (008)",6346,305,10,3196,1935,150,475,74,201
"Desocupada (009)",831,15,1,315,418,20,36,7,19
"Hombres (010)",606,11,,224,316,14,23,5,13
"Mujeres (011)",225,4,1,91,102,6,13,2,6
"No PEA (012)",31273,1093,665,19095,9451,448,283,138,100
"Hombres (013)",12693,309,354,7702,3835,218,140,71,64
"Mujeres (014)",18580,784,311,11393,5616,230,143,67,36
,,,,,,,,,
"URBANA (018)",31147,700,383,14468,12506,887,1249,348,606
"Hombres (019)",16148,239,193,7062,6793,540,704,221,396
"Mujeres (020)",14999,461,190,7406,5713,347,545,127,210
"PEA (021)",12525,209,9,4556,5533,479,994,228,517
"Hombres (022)",8393,95,2,2890,3987,341,579,160,339
"Mujeres (023)",4132,114,7,1666,1546,138,415,68,178
"Ocupada (024)",11926,202,8,4377,5190,462,965,223,499
"Hombres (025)",7961,91,2,2764,3728,330,562,157,327
"Mujeres (026)",3965,111,6,1613,1462,132,403,66,172
"Desocupada (027)",599,7,1,179,343,17,29,5,18
"Hombres (028)",432,4,,126,259,11,17,3,12
"Mujeres (029)",167,3,1,53,84,6,12,2,6
"No PEA (030)",18622,491,374,9912,6973,408,255,120,89
"Hombres (031)",7755,144,191,4172,2806,199,125,61,57
"Mujeres (032)",10867,347,183,5740,4167,209,130,59,32
,,,,,,,,,
"RURAL (036)",22170,995,305,15038,5288,131,234,79,100
"Hombres (037)",12018,363,173,7764,3348,92,148,63,67
"Mujeres (038)",10152,632,132,7274,1940,39,86,16,33
"PEA (039)",9519,393,14,5855,2810,91,206,61,89
"Hombres (040)",7080,198,10,4234,2319,73,133,53,60
"Mujeres (041)",2439,195,4,1621,491,18,73,8,29
"Ocupada (042)",9287,385,14,5719,2735,88,199,59,88
"Hombres (043)",6906,191,10,4136,2262,70,127,51,59
"Mujeres (044)",2381,194,4,1583,473,18,72,8,29
"Desocupada (045)",232,8,,136,75,3,7,2,1
"Hombres (046)",174,7,,98,57,3,6,2,1
"Mujeres (047)",58,1,,38,18,,1,,
"No PEA (048)",12651,602,291,9183,2478,40,28,18,11
"Hombres (049)",4938,165,163,3530,1029,19,15,10,7
"Mujeres (050)",7713,437,128,5653,1449,21,13,8,4
