"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PACHITEA",,,,,,,,,
"Viviendas particulares (001)",1939,256,648,93,199,5,3,7,728
"Ocupantes presentes (002)",8324,1092,2651,443,926,20,16,35,3141
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1881,243,619,90,192,5,3,7,722
"Ocupantes presentes (005)",8115,1049,2544,432,904,20,16,35,3115
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",12,,10,1,1,,,,
"Ocupantes presentes (008)",52,,38,6,8,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",18,6,7,1,2,,,,2
"Ocupantes presentes (011)",54,24,18,3,2,,,,7
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",28,7,12,1,4,,,,4
"Ocupantes presentes (014)",103,19,51,2,12,,,,19
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1220,206,555,64,85,3,3,4,300
"Ocupantes presentes (029)",4994,864,2248,262,355,7,16,14,1228
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1162,193,526,61,78,3,3,4,294
"Ocupantes presentes (032)",4785,821,2141,251,333,7,16,14,1202
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",12,,10,1,1,,,,
"Ocupantes presentes (035)",52,,38,6,8,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",18,6,7,1,2,,,,2
"Ocupantes presentes (038)",54,24,18,3,2,,,,7
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",28,7,12,1,4,,,,4
"Ocupantes presentes (041)",103,19,51,2,12,,,,19
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",719,50,93,29,114,2,,3,428
"Ocupantes presentes (056)",3330,228,403,181,571,13,,21,1913
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",719,50,93,29,114,2,,3,428
"Ocupantes presentes (059)",3330,228,403,181,571,13,,21,1913
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
