"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAJATAMBO (000)",7853,1725,942,156,5035
"Quechua (001)",1069,110,107,12,841
"Aymara (002)",3,1,,,2
"Asháninka (003)",1,,,,1
"Otra lengua nativa (004)",18,5,,2,11
"Castellano (005)",6743,1609,833,141,4164
"Es Sordomudo/a (007)",19,,2,1,16
"Hombres (009)",4017,868,529,101,2523
"Quechua (010)",436,36,54,10,337
"Aymara (011)",2,,,,2
"Asháninka (012)",1,,,,1
"Otra lengua nativa (013)",6,2,,1,3
"Castellano (014)",3556,830,474,89,2166
"Es Sordomudo/a (016)",16,,1,1,14
"Mujeres (018)",3836,857,413,55,2512
"Quechua (019)",633,74,53,2,504
"Aymara (020)",1,1,,,
"Otra lengua nativa (022)",12,3,,1,8
"Castellano (023)",3187,779,359,52,1998
"Es Sordomudo/a (025)",3,,1,,2
,,,,,
"URBANA (027)",4762,1138,664,118,2846
"Quechua (028)",835,92,87,8,649
"Asháninka (030)",1,,,,1
"Otra lengua nativa (031)",18,5,,2,11
"Castellano (032)",3890,1041,575,107,2170
"Es Sordomudo/a (034)",18,,2,1,15
"Hombres (036)",2368,571,327,77,1396
"Quechua (037)",327,29,46,6,247
"Asháninka (039)",1,,,,1
"Otra lengua nativa (040)",6,2,,1,3
"Castellano (041)",2018,540,280,69,1131
"Es Sordomudo/a (043)",16,,1,1,14
"Mujeres (045)",2394,567,337,41,1450
"Quechua (046)",508,63,41,2,402
"Otra lengua nativa (049)",12,3,,1,8
"Castellano (050)",1872,501,295,38,1039
"Es Sordomudo/a (052)",2,,1,,1
,,,,,
"RURAL (054)",3091,587,278,38,2189
"Quechua (055)",234,18,20,4,192
"Aymara (056)",3,1,,,2
"Castellano (059)",2853,568,258,34,1994
"Es Sordomudo/a (061)",1,,,,1
"Hombres (063)",1649,297,202,24,1127
"Quechua (064)",109,7,8,4,90
"Aymara (065)",2,,,,2
"Castellano (068)",1538,290,194,20,1035
"Mujeres (072)",1442,290,76,14,1062
"Quechua (073)",125,11,12,,102
"Aymara (074)",1,1,,,
"Castellano (077)",1315,278,64,14,959
"Es Sordomudo/a (079)",1,,,,1
