"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia LAMPA (000)",27040,13474,466,262,12164,209,3,48,20,394
"Hombres (001)",10986,7126,295,136,3068,96,3,25,20,217
"Mujeres (002)",16054,6348,171,126,9096,113,,23,,177
"De 06 a 14 años (003)",9392,9002,,,180,81,,8,,121
"Hombres (004)",4763,4583,,,81,36,,6,,57
"Mujeres (005)",4629,4419,,,99,45,,2,,64
"De 15 a 29 años (006)",8141,4308,,86,3618,,2,9,20,98
"Hombres (007)",3462,2422,,45,904,,2,5,20,64
"Mujeres (008)",4679,1886,,41,2714,,,4,,34
"De 30 a 44 años (009)",3614,146,7,59,3340,,1,7,,54
"Hombres (010)",840,110,2,25,661,,1,5,,36
"Mujeres (011)",2774,36,5,34,2679,,,2,,18
"De 45 a 64 años (012)",3253,17,112,55,2990,1,,7,,71
"Hombres (013)",890,10,70,31,740,,,1,,38
"Mujeres (014)",2363,7,42,24,2250,1,,6,,33
"De 65 y más años (015)",2640,1,347,62,2036,127,,17,,50
"Hombres (016)",1031,1,223,35,682,60,,8,,22
"Mujeres (017)",1609,,124,27,1354,67,,9,,28
,,,,,,,,,,
"AREA URBANA (018)",10892,5666,175,143,4641,91,2,10,,164
"Hombres (019)",4471,2945,115,66,1200,40,2,4,,99
"Mujeres (020)",6421,2721,60,77,3441,51,,6,,65
"De 06 a 14 años (021)",3649,3513,,,69,30,,1,,36
"Hombres (022)",1822,1757,,,34,12,,1,,18
"Mujeres (023)",1827,1756,,,35,18,,,,18
"De 15 a 29 años (024)",3765,2071,,52,1594,,1,2,,45
"Hombres (025)",1611,1129,,24,423,,1,1,,33
"Mujeres (026)",2154,942,,28,1171,,,1,,12
"De 30 a 44 años (027)",1514,74,2,33,1378,,1,4,,22
"Hombres (028)",366,53,1,14,276,,1,2,,19
"Mujeres (029)",1148,21,1,19,1102,,,2,,3
"De 45 a 64 años (030)",1103,8,58,28,969,,,1,,39
"Hombres (031)",333,6,38,12,255,,,,,22
"Mujeres (032)",770,2,20,16,714,,,1,,17
"De 65 y más años (033)",861,,115,30,631,61,,2,,22
"Hombres (034)",339,,76,16,212,28,,,,7
"Mujeres (035)",522,,39,14,419,33,,2,,15
,,,,,,,,,,
"AREA RURAL (036)",16148,7808,291,119,7523,118,1,38,20,230
"Hombres (037)",6515,4181,180,70,1868,56,1,21,20,118
"Mujeres (038)",9633,3627,111,49,5655,62,,17,,112
"De 06 a 14 años (039)",5743,5489,,,111,51,,7,,85
"Hombres (040)",2941,2826,,,47,24,,5,,39
"Mujeres (041)",2802,2663,,,64,27,,2,,46
"De 15 a 29 años (042)",4376,2237,,34,2024,,1,7,20,53
"Hombres (043)",1851,1293,,21,481,,1,4,20,31
"Mujeres (044)",2525,944,,13,1543,,,3,,22
"De 30 a 44 años (045)",2100,72,5,26,1962,,,3,,32
"Hombres (046)",474,57,1,11,385,,,3,,17
"Mujeres (047)",1626,15,4,15,1577,,,,,15
"De 45 a 64 años (048)",2150,9,54,27,2021,1,,6,,32
"Hombres (049)",557,4,32,19,485,,,1,,16
"Mujeres (050)",1593,5,22,8,1536,1,,5,,16
"De 65 y más años (051)",1779,1,232,32,1405,66,,15,,28
"Hombres (052)",692,1,147,19,470,32,,8,,15
"Mujeres (053)",1087,,85,13,935,34,,7,,13
