"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia UCAYALI (000)",18885,18307,5499,1943,1969,1704,2754,1951,1229,1258,578,60788
"De 12 a 14 años (001)",2609,2574,2547,22,5,,,,,,35,32
"De 15 a 19 años (002)",3310,3182,2199,679,247,42,15,,,,128,1359
"De 20 a 24 años (003)",2354,2174,415,587,620,381,159,12,,,180,3716
"De 25 a 29 años (004)",2118,2024,148,298,518,448,510,91,11,,94,5544
"De 30 a 34 años (005)",1790,1748,49,140,241,329,616,294,67,12,42,6911
"De 35 a 39 años (006)",1601,1582,27,58,126,203,510,413,173,72,19,8070
"De 40 a 44 años (007)",1336,1325,28,59,70,127,345,333,228,135,11,7690
"De 45 a 49 años (008)",1043,1035,19,27,56,70,214,278,208,163,8,6750
"De 50 y más años (009)",2724,2663,67,73,86,104,385,530,542,876,61,20716
"PEA (010)",6054,5845,918,676,763,718,1061,781,503,425,209,23274
"De 12 a 14 años (011)",145,143,134,7,2,,,,,,2,11
"De 15 a 19 años (012)",649,615,393,145,65,9,3,,,,34,314
"De 20 a 24 años (013)",789,725,185,178,188,124,45,5,,,64,1148
"De 25 a 29 años (014)",856,804,104,149,204,151,163,30,3,,52,1937
"De 30 a 34 años (015)",741,716,37,80,121,152,213,81,27,5,25,2524
"De 35 a 39 años (016)",732,723,18,35,72,123,205,178,70,22,9,3427
"De 40 a 44 años (017)",624,620,15,33,45,75,193,133,86,40,4,3238
"De 45 a 49 años (018)",512,511,14,17,31,41,111,132,97,68,1,3148
"De 50 y más años (019)",1006,988,18,32,35,43,128,222,220,290,18,7527
"Ocupada (020)",5905,5703,870,658,749,706,1038,763,500,419,202,22883
"De 12 a 14 años (021)",135,134,125,7,2,,,,,,1,11
