"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LIMA (000)",2272815,1953640,7324,549814,557272,360685,312928,112018,40542,13057,319175,5304218
"De 12 a 14 años (001)",2810,1133,94,845,194,,,,,,1677,1233
"De 15 a 19 años (002)",35937,28563,355,25238,2336,463,171,,,,7374,31983
"De 20 a 24 años (003)",223595,134420,814,101523,26853,4022,791,417,,,89175,173242
"De 25 a 29 años (004)",300906,210626,885,116890,68801,18870,4687,387,106,,90280,333915
"De 30 a 34 años (005)",298770,251244,871,95157,97198,40592,15843,1351,125,107,47526,488664
"De 35 a 39 años (006)",274317,248864,739,62419,95686,55579,29989,3858,490,104,25453,577506
"De 40 a 44 años (007)",241598,225919,707,41271,78522,56620,39619,7692,1260,228,15679,600096
"De 45 a 49 años (008)",205179,193771,556,30379,59054,48469,41221,11124,2482,486,11408,569071
"De 50 y más años (009)",689703,659100,2303,76092,128628,136070,180607,87189,36079,12132,30603,2528508
"PEA (010)",1065774,853025,3611,290866,261598,148799,107429,29930,8494,2298,212749,2010969
"De 12 a 14 años (011)",276,202,6,155,41,,,,,,74,237
"De 15 a 19 años (012)",10317,8083,130,7083,631,172,67,,,,2234,9129
"De 20 a 24 años (013)",110254,53868,442,42964,8662,1269,289,242,,,56386,66809
"De 25 a 29 años (014)",167721,99203,537,62664,27337,6772,1628,212,53,,68518,146193
"De 30 a 34 años (015)",168696,131214,533,59425,46805,17180,6565,587,54,65,37482,237021
"De 35 a 39 años (016)",157896,138687,458,41873,52878,27322,14156,1730,211,59,19209,303012
"De 40 a 44 años (017)",139385,128416,427,28057,46066,30004,19664,3537,563,98,10969,322716
"De 45 a 49 años (018)",113887,106544,331,20218,34315,25334,19922,5181,1053,190,7343,294664
