"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",4480,42,1292,1612,1161,373
"Empleado (001)",736,,153,417,157,9
"Obrero (002)",921,10,330,297,215,69
"Trabajador independiente (003)",2137,6,547,706,647,231
"Empleador o patrono (004)",37,,9,10,13,5
"Trabajador familiar no remunerado (005)",581,21,238,163,107,52
"Trabajador del hogar (006)",68,5,15,19,22,7
"Hombres (008)",3559,28,1048,1241,932,310
"Empleado (009)",509,,97,286,118,8
"Obrero (010)",832,8,298,265,198,63
"Trabajador independiente (011)",1802,5,466,587,542,202
"Empleador o patrono (012)",35,,9,10,12,4
"Trabajador familiar no remunerado (013)",377,13,178,93,61,32
"Trabajador del hogar (014)",4,2,,,1,1
"Mujeres (016)",921,14,244,371,229,63
"Empleado (017)",227,,56,131,39,1
"Obrero (018)",89,2,32,32,17,6
"Trabajador independiente (019)",335,1,81,119,105,29
"Empleador o patrono (020)",2,,,,1,1
"Trabajador familiar no remunerado (021)",204,8,60,70,46,20
"Trabajador del hogar (022)",64,3,15,19,21,6
,,,,,,
"URBANA (024)",986,10,240,428,244,64
"Empleado (025)",379,,73,216,85,5
"Obrero (026)",146,2,58,47,31,8
"Trabajador independiente (027)",352,2,71,131,108,40
"Empleador o patrono (028)",7,,1,2,3,1
"Trabajador familiar no remunerado (029)",75,6,28,24,9,8
"Trabajador del hogar (030)",27,,9,8,8,2
"Hombres (032)",646,6,159,274,160,47
"Empleado (033)",244,,41,139,60,4
"Obrero (034)",134,2,53,43,29,7
"Trabajador independiente (035)",222,1,44,81,68,28
"Empleador o patrono (036)",6,,1,2,2,1
"Trabajador familiar no remunerado (037)",38,3,20,9,,6
"Trabajador del hogar (038)",2,,,,1,1
"Mujeres (040)",340,4,81,154,84,17
"Empleado (041)",135,,32,77,25,1
"Obrero (042)",12,,5,4,2,1
"Trabajador independiente (043)",130,1,27,50,40,12
"Empleador o patrono (044)",1,,,,1,
"Trabajador familiar no remunerado (045)",37,3,8,15,9,2
"Trabajador del hogar (046)",25,,9,8,7,1
,,,,,,
"RURAL (048)",3494,32,1052,1184,917,309
"Empleado (049)",357,,80,201,72,4
"Obrero (050)",775,8,272,250,184,61
"Trabajador independiente (051)",1785,4,476,575,539,191
"Empleador o patrono (052)",30,,8,8,10,4
"Trabajador familiar no remunerado (053)",506,15,210,139,98,44
"Trabajador del hogar (054)",41,5,6,11,14,5
"Hombres (056)",2913,22,889,967,772,263
"Empleado (057)",265,,56,147,58,4
"Obrero (058)",698,6,245,222,169,56
"Trabajador independiente (059)",1580,4,422,506,474,174
"Empleador o patrono (060)",29,,8,8,10,3
"Trabajador familiar no remunerado (061)",339,10,158,84,61,26
"Trabajador del hogar (062)",2,2,,,,
"Mujeres (064)",581,10,163,217,145,46
"Empleado (065)",92,,24,54,14,
"Obrero (066)",77,2,27,28,15,5
"Trabajador independiente (067)",205,,54,69,65,17
"Empleador o patrono (068)",1,,,,,1
"Trabajador familiar no remunerado (069)",167,5,52,55,37,18
"Trabajador del hogar (070)",39,3,6,11,14,5
