"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PACASMAYO (000)",27303,265,906,2241,3453,5500,8004,6934
"De 12 a 14 años (001)",33,,,,,,4,29
"De 15 a 19 años (002)",654,,,,,,386,268
"De 20 a 24 años (003)",2472,,,,,7,1390,1075
"De 25 a 29 años (004)",3277,,,,,203,1958,1116
"De 30 a 34 años (005)",3337,,,,1,608,1871,857
"De 35 a 39 años (006)",3331,,,,55,1195,1387,694
"De 40 a 44 años (007)",2980,,,2,278,1391,734,575
"De 45 a 49 años (008)",2622,,,30,689,1179,238,486
"De 50 y más años (009)",8597,265,906,2209,2430,917,36,1834
"PEA (010)",7355,7,56,357,854,1946,2028,2107
"De 12 a 14 años (011)",3,,,,,,1,2
"De 15 a 19 años (012)",92,,,,,,50,42
"De 20 a 24 años (013)",568,,,,,4,266,298
"De 25 a 29 años (014)",912,,,,,66,447,399
"De 30 a 34 años (015)",1019,,,,,216,486,317
"De 35 a 39 años (016)",1195,,,,23,472,446,254
"De 40 a 44 años (017)",1070,,,1,80,512,243,234
"De 45 a 49 años (018)",893,,,9,218,391,79,196
"De 50 y más años (019)",1603,7,56,347,533,285,10,365
"Ocupada (020)",7065,6,53,352,833,1898,1944,1979
"De 12 a 14 años (021)",3,,,,,,1,2
"De 15 a 19 años (022)",87,,,,,,47,40
"De 20 a 24 años (023)",509,,,,,4,241,264
"De 25 a 29 años (024)",847,,,,,64,423,360
"De 30 a 34 años (025)",983,,,,,210,474,299
"De 35 a 39 años (026)",1150,,,,22,458,433,237
"De 40 a 44 años (027)",1040,,,1,75,499,238,227
"De 45 a 49 años (028)",878,,,9,214,386,77,192
"De 50 y más años (029)",1568,6,53,342,522,277,10,358
"Desocupada (030)",290,1,3,5,21,48,84,128
"De 15 a 19 años (032)",5,,,,,,3,2
"De 20 a 24 años (033)",59,,,,,,25,34
"De 25 a 29 años (034)",65,,,,,2,24,39
"De 30 a 34 años (035)",36,,,,,6,12,18
"De 35 a 39 años (036)",45,,,,1,14,13,17
"De 40 a 44 años (037)",30,,,,5,13,5,7
"De 45 a 49 años (038)",15,,,,4,5,2,4
"De 50 y más años (039)",35,1,3,5,11,8,,7
"No PEA (040)",19948,258,850,1884,2599,3554,5976,4827
"De 12 a 14 años (041)",30,,,,,,3,27
"De 15 a 19 años (042)",562,,,,,,336,226
"De 20 a 24 años (043)",1904,,,,,3,1124,777
"De 25 a 29 años (044)",2365,,,,,137,1511,717
"De 30 a 34 años (045)",2318,,,,1,392,1385,540
"De 35 a 39 años (046)",2136,,,,32,723,941,440
