"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CARHUAZ (000)",12182,71,3839,4483,1469,541,248,107,24,,1400
"Sin Nivel (001)",5810,34,1801,2145,710,274,149,66,19,,612
"Educación Inicial (002)",67,1,24,22,6,1,,,,,13
"Primaria (003)",3882,30,1439,1483,361,97,48,25,4,,395
"Secundaria (004)",1319,6,460,476,134,38,19,9,,,177
"Sup. no Univ. Incompleta (005)",196,,36,70,31,11,6,2,,,40
"Sup. no Univ. Completa (006)",491,,41,174,135,57,17,1,1,,65
"Sup. Univ. Incompleta (007)",109,,17,32,14,9,1,1,,,35
"Sup. Univ. Completa (008)",308,,21,81,78,54,8,3,,,63
,,,,,,,,,,,
"URBANA (010)",4221,19,1179,1443,594,271,120,54,8,,533
"Sin Nivel (011)",1355,10,394,436,181,94,49,26,5,,160
"Educación Inicial (012)",23,1,6,7,2,,,,,,7
"Primaria (013)",1231,6,432,453,130,41,29,15,2,,123
"Secundaria (014)",721,2,251,252,87,25,14,7,,,83
"Sup. no Univ. Incompleta (015)",148,,27,54,21,10,5,2,,,29
"Sup. no Univ. Completa (016)",371,,33,135,93,46,14,1,1,,48
"Sup. Univ. Incompleta (017)",96,,15,29,12,7,1,1,,,31
"Sup. Univ. Completa (018)",276,,21,77,68,48,8,2,,,52
,,,,,,,,,,,
"RURAL (020)",7961,52,2660,3040,875,270,128,53,16,,867
"Sin Nivel (021)",4455,24,1407,1709,529,180,100,40,14,,452
"Educación Inicial (022)",44,,18,15,4,1,,,,,6
"Primaria (023)",2651,24,1007,1030,231,56,19,10,2,,272
"Secundaria (024)",598,4,209,224,47,13,5,2,,,94
"Sup. no Univ. Incompleta (025)",48,,9,16,10,1,1,,,,11
"Sup. no Univ. Completa (026)",120,,8,39,42,11,3,,,,17
"Sup. Univ. Incompleta (027)",13,,2,3,2,2,,,,,4
"Sup. Univ. Completa (028)",32,,,4,10,6,,1,,,11
