"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia YAROWILCA (000)",9610,1300,25,4577,2869,110,262,86,381
"Empleado (001)",654,2,,15,84,32,192,34,295
"Obrero (002)",786,91,3,371,285,4,8,13,11
"Trabajador independiente (003)",5045,707,3,2641,1511,45,50,33,55
"Empleador o patrono (004)",70,5,,34,26,3,,,2
"Trabajador familiar no remunerado (005)",2949,484,19,1469,924,20,10,6,17
"Trabajador del hogar (006)",106,11,,47,39,6,2,,1
"Hombres (008)",6362,438,10,3098,2209,78,184,68,277
"Empleado (009)",442,1,,5,61,18,126,24,207
"Obrero (010)",637,41,1,304,257,4,7,13,10
"Trabajador independiente (011)",3958,338,2,2158,1298,41,43,28,50
"Empleador o patrono (012)",62,4,,32,22,3,,,1
"Trabajador familiar no remunerado (013)",1242,52,7,595,559,11,7,3,8
"Trabajador del hogar (014)",21,2,,4,12,1,1,,1
"Mujeres (016)",3248,862,15,1479,660,32,78,18,104
"Empleado (017)",212,1,,10,23,14,66,10,88
"Obrero (018)",149,50,2,67,28,,1,,1
"Trabajador independiente (019)",1087,369,1,483,213,4,7,5,5
"Empleador o patrono (020)",8,1,,2,4,,,,1
"Trabajador familiar no remunerado (021)",1707,432,12,874,365,9,3,3,9
"Trabajador del hogar (022)",85,9,,43,27,5,1,,
,,,,,,,,,
"URBANA (024)",2373,175,1,850,855,41,150,50,251
"Empleado (025)",451,1,,13,62,19,118,27,211
"Obrero (026)",211,17,,67,104,4,6,7,6
"Trabajador independiente (027)",1141,97,,512,464,10,21,13,24
"Empleador o patrono (028)",27,1,,12,11,1,,,2
"Trabajador familiar no remunerado (029)",521,59,1,233,207,6,5,3,7
"Trabajador del hogar (030)",22,,,13,7,1,,,1
"Hombres (032)",1571,55,1,542,635,27,100,36,175
"Empleado (033)",297,1,,4,47,9,75,18,143
"Obrero (034)",174,2,,60,91,4,5,7,5
"Trabajador independiente (035)",849,46,,378,370,9,16,10,20
"Empleador o patrono (036)",21,,,10,9,1,,,1
"Trabajador familiar no remunerado (037)",227,6,1,88,118,4,4,1,5
"Trabajador del hogar (038)",3,,,2,,,,,1
"Mujeres (040)",802,120,,308,220,14,50,14,76
"Empleado (041)",154,,,9,15,10,43,9,68
"Obrero (042)",37,15,,7,13,,1,,1
"Trabajador independiente (043)",292,51,,134,94,1,5,3,4
"Empleador o patrono (044)",6,1,,2,2,,,,1
"Trabajador familiar no remunerado (045)",294,53,,145,89,2,1,2,2
"Trabajador del hogar (046)",19,,,11,7,1,,,
,,,,,,,,,
"RURAL (048)",7237,1125,24,3727,2014,69,112,36,130
"Empleado (049)",203,1,,2,22,13,74,7,84
"Obrero (050)",575,74,3,304,181,,2,6,5
"Trabajador independiente (051)",3904,610,3,2129,1047,35,29,20,31
"Empleador o patrono (052)",43,4,,22,15,2,,,
"Trabajador familiar no remunerado (053)",2428,425,18,1236,717,14,5,3,10
"Trabajador del hogar (054)",84,11,,34,32,5,2,,
"Hombres (056)",4791,383,9,2556,1574,51,84,32,102
"Empleado (057)",145,,,1,14,9,51,6,64
"Obrero (058)",463,39,1,244,166,,2,6,5
"Trabajador independiente (059)",3109,292,2,1780,928,32,27,18,30
"Empleador o patrono (060)",41,4,,22,13,2,,,
"Trabajador familiar no remunerado (061)",1015,46,6,507,441,7,3,2,3
"Trabajador del hogar (062)",18,2,,2,12,1,1,,
"Mujeres (064)",2446,742,15,1171,440,18,28,4,28
"Empleado (065)",58,1,,1,8,4,23,1,20
"Obrero (066)",112,35,2,60,15,,,,
"Trabajador independiente (067)",795,318,1,349,119,3,2,2,1
"Empleador o patrono (068)",2,,,,2,,,,
"Trabajador familiar no remunerado (069)",1413,379,12,729,276,7,2,1,7
"Trabajador del hogar (070)",66,9,,32,20,4,1,,
