"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia CHOTA",,,,,,,,
"Hogares (001)",39231,31729,7869,2140,208,1067,890,6336
"Ocupantes presentes (002)",159146,133206,31908,8802,877,4603,3784,21542
"Casa independiente",,,,,,,,
"Hogares (004)",38485,31169,7676,2085,205,1045,860,6175
"Ocupantes presentes (005)",156428,131065,31247,8614,865,4525,3680,21030
"Departamento en edificio",,,,,,,,
"Hogares (007)",84,63,63,24,2,9,13,9
"Ocupantes presentes (008)",243,197,190,88,8,35,43,25
"Vivienda en quinta",,,,,,,,
"Hogares (010)",84,61,45,10,1,6,11,16
"Ocupantes presentes (011)",236,168,137,37,4,22,44,48
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",63,55,35,13,,7,5,5
"Ocupantes presentes (014)",195,168,116,35,,21,16,14
"Choza o cabaña",,,,,,,,
"Hogares (016)",495,369,47,7,,,,124
"Ocupantes presentes (017)",1976,1566,215,27,,,,400
"Vivienda improvisada",,,,,,,,
"Hogares (019)",1,,,,,,,1
"Ocupantes presentes (020)",1,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",16,12,3,1,,,1,3
"Ocupantes presentes (023)",59,42,3,1,,,1,16
"Otro tipo",,,,,,,,
"Hogares (025)",3,,,,,,,3
"Ocupantes presentes (026)",8,,,,,,,8
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",8747,6671,4729,1711,136,842,853,1269
"Ocupantes presentes (029)",31640,24977,18325,6921,559,3642,3631,3761
"Casa independiente",,,,,,,,
"Hogares (031)",8505,6485,4583,1663,133,820,823,1236
"Ocupantes presentes (032)",30937,24424,17879,6760,547,3564,3527,3666
"Departamento en edificio",,,,,,,,
"Hogares (034)",84,63,63,24,2,9,13,9
"Ocupantes presentes (035)",243,197,190,88,8,35,43,25
"Vivienda en quinta",,,,,,,,
"Hogares (037)",84,61,45,10,1,6,11,16
"Ocupantes presentes (038)",236,168,137,37,4,22,44,48
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",63,55,35,13,,7,5,5
"Ocupantes presentes (041)",195,168,116,35,,21,16,14
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",1,,,,,,,1
"Ocupantes presentes (047)",1,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",8,7,3,1,,,1,
"Ocupantes presentes (050)",21,20,3,1,,,1,
"Otro tipo",,,,,,,,
"Hogares (052)",2,,,,,,,2
"Ocupantes presentes (053)",7,,,,,,,7
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",30484,25058,3140,429,72,225,37,5067
"Ocupantes presentes (056)",127506,108229,13583,1881,318,961,153,17781
"Casa independiente",,,,,,,,
"Hogares (058)",29980,24684,3093,422,72,225,37,4939
"Ocupantes presentes (059)",125491,106641,13368,1854,318,961,153,17364
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",495,369,47,7,,,,124
"Ocupantes presentes (071)",1976,1566,215,27,,,,400
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",8,5,,,,,,3
"Ocupantes presentes (077)",38,22,,,,,,16
"Otro tipo",,,,,,,,
"Hogares (079)",1,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,1
