"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia RECUAY (000)",5447,1080,1156,2596,50,525,40
"Sin nivel (001)",347,13,56,199,3,73,3
"Educación inicial (002)",1,,,1,,,
"Primaria (003)",1526,55,308,963,13,172,15
"Secundaria (004)",1955,200,566,965,14,195,15
"Superior no univ. incompleta (005)",355,89,92,141,2,26,5
"Superior no univ. completa (006)",598,327,71,160,8,30,2
"Superior univ. incompleta (007)",203,92,27,70,4,10,
"Superior univ. completa (008)",462,304,36,97,6,19,
"Hombres (010)",3899,666,1050,1878,40,265,
"Sin nivel (011)",130,4,34,70,1,21,
"Primaria (013)",1115,43,274,712,11,75,
"Secundaria (014)",1566,136,531,763,11,125,
"Superior no univ. incompleta (015)",252,47,85,104,2,14,
"Superior no univ. completa (016)",381,192,68,102,5,14,
"Superior univ. incompleta (017)",151,60,26,56,4,5,
"Superior univ. completa (018)",304,184,32,71,6,11,
"Mujeres (020)",1548,414,106,718,10,260,40
"Sin nivel (021)",217,9,22,129,2,52,3
"Educación inicial (022)",1,,,1,,,
"Primaria (023)",411,12,34,251,2,97,15
"Secundaria (024)",389,64,35,202,3,70,15
"Superior no univ. incompleta (025)",103,42,7,37,,12,5
"Superior no univ. completa (026)",217,135,3,58,3,16,2
"Superior univ. incompleta (027)",52,32,1,14,,5,
"Superior univ. completa (028)",158,120,4,26,,8,
,,,,,,,
"URBANA (030)",3223,857,676,1359,38,261,32
"Sin nivel (031)",131,7,25,65,2,32,
"Primaria (033)",774,38,168,461,9,86,12
"Secundaria (034)",1135,148,350,518,10,95,14
"Superior no univ. incompleta (035)",229,63,51,94,2,15,4
"Superior no univ. completa (036)",456,287,45,102,6,14,2
"Superior univ. incompleta (037)",161,76,20,55,3,7,
"Superior univ. completa (038)",337,238,17,64,6,12,
"Hombres (040)",2158,524,616,875,31,112,
"Sin nivel (041)",39,3,16,13,,7,
"Primaria (043)",511,29,150,293,8,31,
"Secundaria (044)",862,101,329,368,8,56,
"Superior no univ. incompleta (045)",152,32,45,66,2,7,
"Superior no univ. completa (046)",275,169,43,55,4,4,
"Superior univ. incompleta (047)",115,48,19,42,3,3,
"Superior univ. completa (048)",204,142,14,38,6,4,
"Mujeres (050)",1065,333,60,484,7,149,32
"Sin nivel (051)",92,4,9,52,2,25,
"Primaria (053)",263,9,18,168,1,55,12
"Secundaria (054)",273,47,21,150,2,39,14
"Superior no univ. incompleta (055)",77,31,6,28,,8,4
"Superior no univ. completa (056)",181,118,2,47,2,10,2
"Superior univ. incompleta (057)",46,28,1,13,,4,
"Superior univ. completa (058)",133,96,3,26,,8,
,,,,,,,
"RURAL (060)",2224,223,480,1237,12,264,8
"Sin nivel (061)",216,6,31,134,1,41,3
"Educación inicial (062)",1,,,1,,,
"Primaria (063)",752,17,140,502,4,86,3
"Secundaria (064)",820,52,216,447,4,100,1
"Superior no univ. incompleta (065)",126,26,41,47,,11,1
"Superior no univ. completa (066)",142,40,26,58,2,16,
"Superior univ. incompleta (067)",42,16,7,15,1,3,
"Superior univ. completa (068)",125,66,19,33,,7,
"Hombres (070)",1741,142,434,1003,9,153,
"Sin nivel (071)",91,1,18,57,1,14,
"Primaria (073)",604,14,124,419,3,44,
"Secundaria (074)",704,35,202,395,3,69,
"Superior no univ. incompleta (075)",100,15,40,38,,7,
"Superior no univ. completa (076)",106,23,25,47,1,10,
"Superior univ. incompleta (077)",36,12,7,14,1,2,
"Superior univ. completa (078)",100,42,18,33,,7,
"Mujeres (080)",483,81,46,234,3,111,8
"Sin nivel (081)",125,5,13,77,,27,3
"Educación inicial (082)",1,,,1,,,
"Primaria (083)",148,3,16,83,1,42,3
"Secundaria (084)",116,17,14,52,1,31,1
"Superior no univ. incompleta (085)",26,11,1,9,,4,1
"Superior no univ. completa (086)",36,17,1,11,1,6,
"Superior univ. incompleta (087)",6,4,,1,,1,
"Superior univ. completa (088)",25,24,1,,,,
