"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia REQUENA (000)",43345,9031,9008,8519,6780,4541,5466
"Católica (001)",31054,6514,6463,6101,4846,3309,3821
"Cristiana/Evangélica (002)",10350,2122,2062,2007,1629,1078,1452
"Otra (003)",1040,203,211,220,171,103,132
"Ninguna (004)",901,192,272,191,134,51,61
"Hombres (006)",23059,4772,4508,4395,3643,2575,3166
"Católica (007)",16851,3517,3302,3165,2670,1917,2280
"Cristiana/Evangélica (008)",5171,1047,978,1002,803,559,782
"Otra (009)",519,100,98,110,82,57,72
"Ninguna (010)",518,108,130,118,88,42,32
"Mujeres (012)",20286,4259,4500,4124,3137,1966,2300
"Católica (013)",14203,2997,3161,2936,2176,1392,1541
"Cristiana/Evangélica (014)",5179,1075,1084,1005,826,519,670
"Otra (015)",521,103,113,110,89,46,60
"Ninguna (016)",383,84,142,73,46,9,29
,,,,,,,
"URBANA (018)",25702,5579,5360,4925,4026,2707,3105
"Católica (019)",19407,4266,4106,3711,3019,2049,2256
"Cristiana/Evangélica (020)",5213,1088,977,1002,830,570,746
"Otra (021)",593,121,127,105,104,64,72
"Ninguna (022)",489,104,150,107,73,24,31
"Hombres (024)",13349,2930,2679,2424,2064,1495,1757
"Católica (025)",10188,2266,2052,1822,1584,1146,1318
"Cristiana/Evangélica (026)",2567,537,489,480,387,292,382
"Otra (027)",308,71,57,54,47,38,41
"Ninguna (028)",286,56,81,68,46,19,16
"Mujeres (030)",12353,2649,2681,2501,1962,1212,1348
"Católica (031)",9219,2000,2054,1889,1435,903,938
"Cristiana/Evangélica (032)",2646,551,488,522,443,278,364
"Otra (033)",285,50,70,51,57,26,31
"Ninguna (034)",203,48,69,39,27,5,15
,,,,,,,
"RURAL (036)",17643,3452,3648,3594,2754,1834,2361
"Católica (037)",11647,2248,2357,2390,1827,1260,1565
"Cristiana/Evangélica (038)",5137,1034,1085,1005,799,508,706
"Otra (039)",447,82,84,115,67,39,60
"Ninguna (040)",412,88,122,84,61,27,30
"Hombres (042)",9710,1842,1829,1971,1579,1080,1409
"Católica (043)",6663,1251,1250,1343,1086,771,962
"Cristiana/Evangélica (044)",2604,510,489,522,416,267,400
"Otra (045)",211,29,41,56,35,19,31
"Ninguna (046)",232,52,49,50,42,23,16
"Mujeres (048)",7933,1610,1819,1623,1175,754,952
"Católica (049)",4984,997,1107,1047,741,489,603
"Cristiana/Evangélica (050)",2533,524,596,483,383,241,306
"Otra (051)",236,53,43,59,32,20,29
"Ninguna (052)",180,36,73,34,19,4,14
