"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MAYNAS (000)",357444,66593,60285,24641,207396
"Conviviente (001)",123568,23000,15912,5236,79709
"Separado(a) (002)",10686,1594,1660,537,6922
"Casado(a) (003)",65762,7703,20703,7012,31016
"Viudo(a) (004)",9857,1228,1939,646,6072
"Divorciado(a) (005)",1188,82,391,153,579
"Soltero(a) (006)",146383,32986,19680,11057,83098
"Hombres (008)",179449,28454,28806,14419,108680
"Conviviente (009)",59347,7489,8179,3080,40773
"Separado(a) (010)",3449,319,504,214,2419
"Casado(a) (011)",31833,3016,9827,4002,15420
"Viudo(a) (012)",2604,305,389,153,1764
"Divorciado(a) (013)",517,34,135,82,271
"Soltero(a) (014)",81699,17291,9772,6888,48033
"Mujeres (016)",177995,38139,31479,10222,98716
"Conviviente (017)",64221,15511,7733,2156,38936
"Separado(a) (018)",7237,1275,1156,323,4503
"Casado(a) (019)",33929,4687,10876,3010,15596
"Viudo(a) (020)",7253,923,1550,493,4308
"Divorciado(a) (021)",671,48,256,71,308
"Soltero(a) (022)",64684,15695,9908,4169,35065
,,,,,
"URBANA (024)",291955,44414,57840,23308,167718
"Conviviente (025)",94298,14626,14884,4935,60113
"Separado(a) (026)",9400,1227,1611,517,6071
"Casado(a) (027)",55711,5051,20009,6814,24483
"Viudo(a) (028)",8155,886,1885,623,4788
"Divorciado(a) (029)",1110,63,386,148,529
"Soltero(a) (030)",123281,22561,19065,10271,71734
"Hombres (032)",142848,17720,27468,13411,85034
"Conviviente (033)",44668,4282,7626,2904,30014
"Separado(a) (034)",2806,193,471,203,1945
"Casado(a) (035)",26674,1867,9443,3882,11891
"Viudo(a) (036)",1843,172,369,143,1165
"Divorciado(a) (037)",465,21,132,78,239
"Soltero(a) (038)",66392,11185,9427,6201,39780
"Mujeres (040)",149107,26694,30372,9897,82684
"Conviviente (041)",49630,10344,7258,2031,30099
"Separado(a) (042)",6594,1034,1140,314,4126
"Casado(a) (043)",29037,3184,10566,2932,12592
"Viudo(a) (044)",6312,714,1516,480,3623
"Divorciado(a) (045)",645,42,254,70,290
"Soltero(a) (046)",56889,11376,9638,4070,31954
,,,,,
"RURAL (048)",65489,22179,2445,1333,39678
"Conviviente (049)",29270,8374,1028,301,19596
"Separado(a) (050)",1286,367,49,20,851
"Casado(a) (051)",10051,2652,694,198,6533
"Viudo(a) (052)",1702,342,54,23,1284
"Divorciado(a) (053)",78,19,5,5,50
"Soltero(a) (054)",23102,10425,615,786,11364
"Hombres (056)",36601,10734,1338,1008,23646
"Conviviente (057)",14679,3207,553,176,10759
"Separado(a) (058)",643,126,33,11,474
"Casado(a) (059)",5159,1149,384,120,3529
"Viudo(a) (060)",761,133,20,10,599
"Divorciado(a) (061)",52,13,3,4,32
"Soltero(a) (062)",15307,6106,345,687,8253
"Mujeres (064)",28888,11445,1107,325,16032
"Conviviente (065)",14591,5167,475,125,8837
"Separado(a) (066)",643,241,16,9,377
"Casado(a) (067)",4892,1503,310,78,3004
"Viudo(a) (068)",941,209,34,13,685
"Divorciado(a) (069)",26,6,2,1,18
"Soltero(a) (070)",7795,4319,270,99,3111
