"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia ACOMAYO",,,,,
"Viviendas particulares (001)",478,107,75,127,169
"Ocupantes presentes (002)",1788,347,244,505,692
"Casa independiente",,,,,
"Viviendas particulares (004)",475,105,75,127,168
"Ocupantes presentes (005)",1784,345,244,505,690
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",1,1,,,
"Ocupantes presentes (014)",1,1,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",2,1,,,1
"Ocupantes presentes (023)",3,1,,,2
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",299,73,51,86,89
"Ocupantes presentes (029)",1064,219,163,326,356
"Casa independiente",,,,,
"Viviendas particulares (031)",296,71,51,86,88
"Ocupantes presentes (032)",1060,217,163,326,354
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",1,1,,,
"Ocupantes presentes (041)",1,1,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",2,1,,,1
"Ocupantes presentes (050)",3,1,,,2
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",179,34,24,41,80
"Ocupantes presentes (056)",724,128,81,179,336
"Casa independiente",,,,,
"Viviendas particulares (058)",179,34,24,41,80
"Ocupantes presentes (059)",724,128,81,179,336
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
