"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARAÑON (000)",26620,14836,1144,88,10580
"Menos de 1 año (001)",661,569,19,,73
"De 1 a 14 años (002)",10595,8951,377,18,1266
"De 15 a 29 años (003)",6343,2625,198,26,3498
"De 30 a 44 años (004)",4404,1471,341,31,2566
"De 45 a 64 años (005)",3334,987,176,11,2161
"De 65 y mas años (006)",1283,233,33,2,1016
"Hombres (008)",13677,7273,610,68,5744
"Menos de 1 año (009)",318,266,12,,40
"De 1 a 14 años (010)",5506,4650,206,12,648
"De 15 a 29 años (011)",3263,1163,92,20,1991
"De 30 a 44 años (012)",2242,598,175,25,1447
"De 45 a 64 años (013)",1724,482,104,9,1130
"De 65 y mas años (014)",624,114,21,2,488
"Mujeres (016)",12943,7563,534,20,4836
"Menos de 1 año (017)",343,303,7,,33
"De 1 a 14 años (018)",5089,4301,171,6,618
"De 15 a 29 años (019)",3080,1462,106,6,1507
"De 30 a 44 años (020)",2162,873,166,6,1119
"De 45 a 64 años (021)",1610,505,72,2,1031
"De 65 y mas años (022)",659,119,12,,528
,,,,,
"URBANA (024)",4007,1723,715,47,1525
"Menos de 1 año (025)",69,49,11,,9
"De 1 a 14 años (026)",1425,902,243,3,278
"De 15 a 29 años (027)",1009,373,111,18,508
"De 30 a 44 años (028)",801,201,212,22,367
"De 45 a 64 años (029)",497,146,117,4,230
"De 65 y mas años (030)",206,52,21,,133
"Hombres (032)",2096,863,382,41,812
"Menos de 1 año (033)",40,26,7,,7
"De 1 a 14 años (034)",760,487,127,3,144
"De 15 a 29 años (035)",513,170,54,15,274
"De 30 a 44 años (036)",417,87,109,19,203
"De 45 a 64 años (037)",269,67,72,4,126
"De 65 y mas años (038)",97,26,13,,58
"Mujeres (040)",1911,860,333,6,713
"Menos de 1 año (041)",29,23,4,,2
"De 1 a 14 años (042)",665,415,116,,134
"De 15 a 29 años (043)",496,203,57,3,234
"De 30 a 44 años (044)",384,114,103,3,164
"De 45 a 64 años (045)",228,79,45,,104
"De 65 y mas años (046)",109,26,8,,75
,,,,,
"RURAL (048)",22613,13113,429,41,9055
"Menos de 1 año (049)",592,520,8,,64
"De 1 a 14 años (050)",9170,8049,134,15,988
"De 15 a 29 años (051)",5334,2252,87,8,2990
"De 30 a 44 años (052)",3603,1270,129,9,2199
"De 45 a 64 años (053)",2837,841,59,7,1931
"De 65 y mas años (054)",1077,181,12,2,883
"Hombres (056)",11581,6410,228,27,4932
"Menos de 1 año (057)",278,240,5,,33
"De 1 a 14 años (058)",4746,4163,79,9,504
"De 15 a 29 años (059)",2750,993,38,5,1717
"De 30 a 44 años (060)",1825,511,66,6,1244
"De 45 a 64 años (061)",1455,415,32,5,1004
"De 65 y mas años (062)",527,88,8,2,430
"Mujeres (064)",11032,6703,201,14,4123
"Menos de 1 año (065)",314,280,3,,31
"De 1 a 14 años (066)",4424,3886,55,6,484
"De 15 a 29 años (067)",2584,1259,49,3,1273
"De 30 a 44 años (068)",1778,759,63,3,955
"De 45 a 64 años (069)",1382,426,27,2,927
"De 65 y mas años (070)",550,93,4,,453
