"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ZARUMILLA (000)",36770,3091,1081,13225,14197,1606,1783,751,1036
"Jefe o Jefa (001)",10386,391,12,3879,4291,515,659,216,423
"Esposa(o)/ compa¤era(o) (002)",6966,259,15,2559,2991,314,485,116,227
"Hijo(a)/ hijastro(a) (003)",14609,1900,907,5141,5069,559,454,316,263
"Yerno/ nuera (004)",491,2,,67,273,45,59,15,30
"Nieto(a) (005)",1081,250,94,421,248,26,15,14,13
"Padres/ suegros (006)",294,72,,177,38,4,,2,1
"Otro(a) pariente (007)",2336,195,52,817,977,109,80,56,50
"Trabajador(a) del hogar (008)",48,,,22,26,,,,
"Pensionista (009)",58,,,20,27,1,4,1,5
"Otro(a) no pariente (010)",501,22,1,122,257,33,27,15,24
"Hombres (012)",18872,1516,564,6581,7606,834,802,404,565
"Jefe o Jefa (013)",8157,234,6,2944,3503,425,504,178,363
"Esposa(o)/ compa¤era(o) (014)",391,13,4,104,202,24,21,12,11
"Hijo(a)/ hijastro(a) (015)",7726,1010,464,2669,2843,264,199,156,121
"Yerno/ nuera (016)",221,,,34,118,22,24,6,17
"Nieto(a) (017)",563,125,53,212,137,15,6,8,7
"Padres/ suegros (018)",101,10,,74,14,1,,1,1
"Otro(a) pariente (019)",1338,109,36,444,599,59,29,32,30
"Trabajador(a) del hogar (020)",9,,,5,4,,,,
"Pensionista (021)",43,,,16,18,1,4,,4
"Otro(a) no pariente (022)",323,15,1,79,168,23,15,11,11
"Mujeres (024)",17898,1575,517,6644,6591,772,981,347,471
"Jefe o Jefa (025)",2229,157,6,935,788,90,155,38,60
"Esposa(o)/ compa¤era(o) (026)",6575,246,11,2455,2789,290,464,104,216
"Hijo(a)/ hijastro(a) (027)",6883,890,443,2472,2226,295,255,160,142
"Yerno/ nuera (028)",270,2,,33,155,23,35,9,13
"Nieto(a) (029)",518,125,41,209,111,11,9,6,6
"Padres/ suegros (030)",193,62,,103,24,3,,1,
"Otro(a) pariente (031)",998,86,16,373,378,50,51,24,20
"Trabajador(a) del hogar (032)",39,,,17,22,,,,
"Pensionista (033)",15,,,4,9,,,1,1
"Otro(a) no pariente (034)",178,7,,43,89,10,12,4,13
,,,,,,,,,
"URBANA (036)",33341,2704,971,11711,13129,1467,1637,710,1012
"Jefe o Jefa (037)",9409,313,12,3346,4026,474,614,209,415
"Esposa(o)/ compa¤era(o) (038)",6313,196,15,2263,2767,289,449,111,223
"Hijo(a)/ hijastro(a) (039)",13236,1715,814,4619,4635,500,407,292,254
"Yerno/ nuera (040)",440,1,,54,249,42,51,15,28
"Nieto(a) (041)",990,228,86,384,227,23,15,14,13
"Padres/ suegros (042)",268,58,,167,36,4,,2,1
"Otro(a) pariente (043)",2103,172,43,722,893,101,71,52,49
"Trabajador(a) del hogar (044)",47,,,21,26,,,,
"Pensionista (045)",57,,,19,27,1,4,1,5
"Otro(a) no pariente (046)",478,21,1,116,243,33,26,14,24
