"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia YAULI (000)",18796,103,5670,7577,4896,550
"Agric., ganadería, caza y silvicultura (001)",1463,23,369,409,483,179
"Pesca (002)",69,,25,21,19,4
"Explotación de minas y canteras (003)",3876,,1206,1725,937,8
"Industrias manufactureras (004)",1587,6,346,594,613,28
"Suministro de electricidad, gas y agua (005)",100,,20,35,43,2
"Construcción (006)",1619,4,569,649,377,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2894,31,804,1116,804,139
"Venta, mant.y rep. veh.autom.y motoc. (008)",501,2,173,189,130,7
"Comercio al por mayor (009)",95,1,33,32,24,5
"Comercio al por menor (010)",2298,28,598,895,650,127
"Hoteles y restaurantes (011)",1140,8,461,363,273,35
"Trans., almac. y comunicaciones (012)",1738,9,574,784,344,27
"Intermediación financiera (013)",49,,23,19,7,
"Activid.inmobil., empres. y alquileres (014)",1194,1,420,534,229,10
"Admin.pub. y defensa; p. segur.soc.afil (015)",459,,123,205,118,13
"Enseñanza (016)",709,,127,400,178,4
"Servicios sociales y de salud (017)",252,,66,95,86,5
"Otras activ. serv.comun.soc y personales (018)",701,12,219,272,160,38
"Hogares privados con servicio doméstico (019)",183,7,91,54,27,4
"Actividad economica no especificada (021)",763,2,227,302,198,34
"Hombres (022)",13825,56,4075,5658,3690,346
"Agric., ganadería, caza y silvicultura (023)",1057,13,280,290,352,122
"Pesca (024)",57,,17,20,16,4
"Explotación de minas y canteras (025)",3801,,1175,1695,924,7
"Industrias manufactureras (026)",1381,5,282,522,552,20
"Suministro de electricidad, gas y agua (027)",97,,19,33,43,2
"Construcción (028)",1576,4,550,633,369,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1452,18,412,537,418,67
"Venta, mant.y rep. veh.autom.y motoc. (030)",473,1,161,179,125,7
"Comercio al por mayor (031)",49,1,14,19,13,2
"Comercio al por menor (032)",930,16,237,339,280,58
"Hoteles y restaurantes (033)",413,3,158,141,92,19
"Trans., almac. y comunicaciones (034)",1622,6,512,745,332,27
"Intermediación financiera (035)",32,,12,16,4,
"Activid.inmobil., empres. y alquileres (036)",928,1,299,435,186,7
"Admin.pub. y defensa; p. segur.soc.afil (037)",321,,66,154,88,13
"Enseñanza (038)",280,,45,135,98,2
"Servicios sociales y de salud (039)",74,,18,27,25,4
"Otras activ. serv.comun.soc y personales (040)",274,5,102,93,62,12
