"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia RECUAY (000)",19102,3022,1815,456,13816
"Menos de 1 año (001)",314,163,24,3,124
"De 1 a 14 años (002)",5238,2093,409,75,2662
"De 15 a 29 años (003)",4744,414,247,106,3978
"De 30 a 44 años (004)",3321,154,444,125,2601
"De 45 a 64 años (005)",3314,118,430,93,2674
"De 65 y mas años (006)",2171,80,261,54,1777
"Hombres (008)",9320,1426,963,270,6666
"Menos de 1 año (009)",150,76,15,2,57
"De 1 a 14 años (010)",2657,1060,223,32,1343
"De 15 a 29 años (011)",2397,181,124,61,2032
"De 30 a 44 años (012)",1574,43,227,85,1221
"De 45 a 64 años (013)",1589,40,231,60,1259
"De 65 y mas años (014)",953,26,143,30,754
"Mujeres (016)",9782,1596,852,186,7150
"Menos de 1 año (017)",164,87,9,1,67
"De 1 a 14 años (018)",2581,1033,186,43,1319
"De 15 a 29 años (019)",2347,233,123,45,1946
"De 30 a 44 años (020)",1747,111,217,40,1380
"De 45 a 64 años (021)",1725,78,199,33,1415
"De 65 y mas años (022)",1218,54,118,24,1023
,,,,,
"URBANA (024)",10860,1741,1461,350,7312
"Menos de 1 año (025)",185,97,24,3,61
"De 1 a 14 años (026)",2868,1171,343,63,1291
"De 15 a 29 años (027)",2719,248,205,78,2189
"De 30 a 44 años (028)",1930,101,360,102,1369
"De 45 a 64 años (029)",1889,77,339,68,1406
"De 65 y mas años (030)",1269,47,190,36,996
"Hombres (032)",5220,815,762,199,3447
"Menos de 1 año (033)",91,46,15,2,28
"De 1 a 14 años (034)",1474,595,186,28,665
"De 15 a 29 años (035)",1353,108,105,43,1098
"De 30 a 44 años (036)",884,29,174,66,616
"De 45 a 64 años (037)",885,24,179,42,641
"De 65 y mas años (038)",533,13,103,18,399
"Mujeres (040)",5640,926,699,151,3865
"Menos de 1 año (041)",94,51,9,1,33
"De 1 a 14 años (042)",1394,576,157,35,626
"De 15 a 29 años (043)",1366,140,100,35,1091
"De 30 a 44 años (044)",1046,72,186,36,753
"De 45 a 64 años (045)",1004,53,160,26,765
"De 65 y mas años (046)",736,34,87,18,597
,,,,,
"RURAL (048)",8242,1281,354,106,6504
"Menos de 1 año (049)",129,66,,,63
"De 1 a 14 años (050)",2370,922,66,12,1371
"De 15 a 29 años (051)",2025,166,42,28,1789
"De 30 a 44 años (052)",1391,53,84,23,1232
"De 45 a 64 años (053)",1425,41,91,25,1268
"De 65 y mas años (054)",902,33,71,18,781
"Hombres (056)",4100,611,201,71,3219
"Menos de 1 año (057)",59,30,,,29
"De 1 a 14 años (058)",1183,465,37,4,678
"De 15 a 29 años (059)",1044,73,19,18,934
"De 30 a 44 años (060)",690,14,53,19,605
"De 45 a 64 años (061)",704,16,52,18,618
"De 65 y mas años (062)",420,13,40,12,355
"Mujeres (064)",4142,670,153,35,3285
"Menos de 1 año (065)",70,36,,,34
"De 1 a 14 años (066)",1187,457,29,8,693
"De 15 a 29 años (067)",981,93,23,10,855
"De 30 a 44 años (068)",701,39,31,4,627
"De 45 a 64 años (069)",721,25,39,7,650
"De 65 y mas años (070)",482,20,31,6,426
