"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia YAROWILCA",,,,,,,,,
"Hogares (001)",8207,,150,14,32,7071,151,696,93
"Ocupantes presentes (002)",32339,,363,37,139,28378,586,2618,218
"Casa independiente",,,,,,,,,
"Hogares (004)",8092,,149,14,32,6999,142,665,91
"Ocupantes presentes (005)",32023,,362,37,139,28160,564,2546,215
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",3,,,,,2,,,1
"Ocupantes presentes (014)",11,,,,,9,,,2
"Choza o cabaña",,,,,,,,,
"Hogares (016)",110,,,,,69,9,31,1
"Ocupantes presentes (017)",301,,,,,206,22,72,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",2,,1,,,1,,,
"Ocupantes presentes (023)",4,,1,,,3,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2035,,114,9,6,1775,17,59,55
"Ocupantes presentes (029)",7883,,287,22,33,7126,76,200,139
"Casa independiente",,,,,,,,,
"Hogares (031)",2030,,113,9,6,1772,17,59,54
"Ocupantes presentes (032)",7868,,286,22,33,7114,76,200,137
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",3,,,,,2,,,1
"Ocupantes presentes (041)",11,,,,,9,,,2
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,1,,,1,,,
"Ocupantes presentes (050)",4,,1,,,3,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",6172,,36,5,26,5296,134,637,38
"Ocupantes presentes (056)",24456,,76,15,106,21252,510,2418,79
"Casa independiente",,,,,,,,,
"Hogares (058)",6062,,36,5,26,5227,125,606,37
"Ocupantes presentes (059)",24155,,76,15,106,21046,488,2346,78
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",110,,,,,69,9,31,1
"Ocupantes presentes (071)",301,,,,,206,22,72,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
