"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia TARMA (000)",48761,5964,13928,13073,15796
"Asiste actualmente (001)",32512,2215,13263,11436,5598
"No asiste (002)",16249,3749,665,1637,10198
"Hombres (004)",24479,3022,7063,6569,7825
"Asiste actualmente (005)",16350,1130,6699,5807,2714
"No asiste (006)",8129,1892,364,762,5111
"Mujeres (008)",24282,2942,6865,6504,7971
"Asiste actualmente (009)",16162,1085,6564,5629,2884
"No asiste (010)",8120,1857,301,875,5087
,,,,,
"URBANA (012)",30861,3709,8715,8361,10076
"Asiste actualmente (013)",21832,1615,8336,7660,4221
"No asiste (014)",9029,2094,379,701,5855
"Hombres (016)",15417,1895,4440,4227,4855
"Asiste actualmente (017)",10973,830,4241,3893,2009
"No asiste (018)",4444,1065,199,334,2846
"Mujeres (020)",15444,1814,4275,4134,5221
"Asiste actualmente (021)",10859,785,4095,3767,2212
"No asiste (022)",4585,1029,180,367,3009
,,,,,
"RURAL (024)",17900,2255,5213,4712,5720
"Asiste actualmente (025)",10680,600,4927,3776,1377
"No asiste (026)",7220,1655,286,936,4343
"Hombres (028)",9062,1127,2623,2342,2970
"Asiste actualmente (029)",5377,300,2458,1914,705
"No asiste (030)",3685,827,165,428,2265
"Mujeres (032)",8838,1128,2590,2370,2750
"Asiste actualmente (033)",5303,300,2469,1862,672
"No asiste (034)",3535,828,121,508,2078
