"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARAL (000)",68443,719,22960,24567,16623,3574
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",109,,4,39,57,9
"Profes., científicos e intelectuales (002)",4647,,1127,2263,1182,75
"Técnicos de nivel medio y trab.asimilados (003)",2728,6,1042,1087,528,65
"Jefes y empleados de oficina (004)",2323,,1013,829,459,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",10889,107,3408,4009,2750,615
"Agricult.trabaj. calif. agrop. y pesqueros (006)",7477,22,1346,2331,2618,1160
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",4299,31,1639,1452,1032,145
"Obreros construc., conf., papel, fab., instr. (008)",7852,23,2504,3136,1941,248
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",23916,487,9066,8071,5249,1043
"Otra (010)",286,,28,164,93,1
"Ocupación no especificada (011)",1332,3,451,479,299,100
"Desocupado (012)",2585,40,1332,707,415,91
"Hombres (013)",45130,494,15130,15620,11199,2687
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",79,,3,29,41,6
"Profes., científicos e intelectuales (015)",2081,,423,984,619,55
"Técnicos de nivel medio y trab.asimilados (016)",1687,6,629,641,357,54
"Jefes y empleados de oficina (017)",1084,,403,394,271,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",4817,57,1547,1688,1195,330
"Agricult.trabaj. calif. agrop. y pesqueros (019)",6346,17,1130,1934,2255,1010
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",3650,21,1409,1219,872,129
"Obreros construc., conf., papel, fab., instr. (021)",7532,19,2365,3021,1889,238
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",15156,344,6106,4843,3137,726
"Otra (023)",268,,26,152,89,1
"Ocupación no especificada (024)",711,1,259,249,151,51
"Desocupado (025)",1719,29,830,466,323,71
"Mujeres (026)",23313,225,7830,8947,5424,887
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",30,,1,10,16,3
"Profes., científicos e intelectuales (028)",2566,,704,1279,563,20
"Técnicos de nivel medio y trab.asimilados (029)",1041,,413,446,171,11
"Jefes y empleados de oficina (030)",1239,,610,435,188,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",6072,50,1861,2321,1555,285
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1131,5,216,397,363,150
