"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CALCA (000)",31422,24823,6599
"De 3 a 5 años (001)",4725,334,4391
"De 6 a 11 años (002)",9792,8228,1564
"De 12 a 16 años (003)",8387,8225,162
"De 17 a 24 años (004)",8518,8036,482
"Hombres (005)",16138,12895,3243
"De 3 a 5 años (006)",2425,159,2266
"De 6 a 11 años (007)",4991,4194,797
"De 12 a 16 años (008)",4353,4297,56
"De 17 a 24 años (009)",4369,4245,124
"Mujeres (010)",15284,11928,3356
"De 3 a 5 años (011)",2300,175,2125
"De 6 a 11 años (012)",4801,4034,767
"De 12 a 16 años (013)",4034,3928,106
"De 17 a 24 años (014)",4149,3791,358
,,,
"URBANA (015)",10839,9375,1464
"De 3 a 5 años (016)",1358,150,1208
"De 6 a 11 años (017)",3080,2871,209
"De 12 a 16 años (018)",3089,3073,16
"De 17 a 24 años (019)",3312,3281,31
"Hombres (020)",5512,4759,753
"De 3 a 5 años (021)",705,70,635
"De 6 a 11 años (022)",1563,1463,100
"De 12 a 16 años (023)",1551,1545,6
"De 17 a 24 años (024)",1693,1681,12
"Mujeres (025)",5327,4616,711
"De 3 a 5 años (026)",653,80,573
"De 6 a 11 años (027)",1517,1408,109
"De 12 a 16 años (028)",1538,1528,10
"De 17 a 24 años (029)",1619,1600,19
,,,
"RURAL (030)",20583,15448,5135
"De 3 a 5 años (031)",3367,184,3183
"De 6 a 11 años (032)",6712,5357,1355
"De 12 a 16 años (033)",5298,5152,146
"De 17 a 24 años (034)",5206,4755,451
"Hombres (035)",10626,8136,2490
"De 3 a 5 años (036)",1720,89,1631
"De 6 a 11 años (037)",3428,2731,697
"De 12 a 16 años (038)",2802,2752,50
"De 17 a 24 años (039)",2676,2564,112
"Mujeres (040)",9957,7312,2645
"De 3 a 5 años (041)",1647,95,1552
"De 6 a 11 años (042)",3284,2626,658
"De 12 a 16 años (043)",2496,2400,96
"De 17 a 24 años (044)",2530,2191,339
