"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CASTILLA (000)",36178,5212,1074,11400,11998,1723,2256,811,1704
"Quechua (001)",6700,1817,90,2833,1509,136,153,53,109
"Aymara (002)",545,43,,203,252,14,12,11,10
"Ashaninca (003)",6,2,,,4,,,,
"Otra lengua nativa (004)",31,4,1,5,10,3,3,1,4
"Castellano (005)",28840,3305,982,8354,10221,1570,2088,745,1575
"Idioma extranjero (006)",7,,,,,,,1,6
"Es sordomudo/a (007)",49,41,1,5,2,,,,
"Hombres (009)",19140,1831,534,5922,7201,989,1175,534,954
"Quechua (010)",3485,479,35,1603,1063,91,106,40,68
"Aymara (011)",334,13,,109,176,10,8,11,7
"Ashaninca (012)",4,2,,,2,,,,
"Otra lengua nativa (013)",15,2,,1,6,2,,1,3
"Castellano (014)",15271,1314,499,4206,5952,886,1061,481,872
"Idioma extranjero (015)",5,,,,,,,1,4
"Es sordomudo/a (016)",26,21,,3,2,,,,
"Mujeres (018)",17038,3381,540,5478,4797,734,1081,277,750
"Quechua (019)",3215,1338,55,1230,446,45,47,13,41
"Aymara (020)",211,30,,94,76,4,4,,3
"Ashaninca (021)",2,,,,2,,,,
"Otra lengua nativa (022)",16,2,1,4,4,1,3,,1
"Castellano (023)",13569,1991,483,4148,4269,684,1027,264,703
"Idioma extranjero (024)",2,,,,,,,,2
"Es sordomudo/a (025)",23,20,1,2,,,,,
,,,,,,,,,
"URBANA (027)",20599,2410,688,6088,6865,1137,1569,556,1286
"Quechua (028)",3118,675,34,1229,835,102,105,44,94
"Aymara (029)",273,16,,101,123,8,9,8,8
"Ashaninca (030)",5,2,,,3,,,,
"Otra lengua nativa (031)",31,4,1,5,10,3,3,1,4
"Castellano (032)",17143,1695,652,4751,5893,1024,1452,502,1174
"Idioma extranjero (033)",7,,,,,,,1,6
"Es sordomudo/a (034)",22,18,1,2,1,,,,
"Hombres (036)",10630,828,345,3027,3943,640,790,348,709
"Quechua (037)",1555,120,12,655,543,65,72,32,56
"Aymara (038)",170,4,,54,86,6,7,8,5
"Ashaninca (039)",3,2,,,1,,,,
"Otra lengua nativa (040)",15,2,,1,6,2,,1,3
"Castellano (041)",8872,692,333,2316,3306,567,711,306,641
"Idioma extranjero (042)",5,,,,,,,1,4
"Es sordomudo/a (043)",10,8,,1,1,,,,
"Mujeres (045)",9969,1582,343,3061,2922,497,779,208,577
"Quechua (046)",1563,555,22,574,292,37,33,12,38
"Aymara (047)",103,12,,47,37,2,2,,3
"Ashaninca (048)",2,,,,2,,,,
"Otra lengua nativa (049)",16,2,1,4,4,1,3,,1
"Castellano (050)",8271,1003,319,2435,2587,457,741,196,533
"Idioma extranjero (051)",2,,,,,,,,2
"Es sordomudo/a (052)",12,10,1,1,,,,,
,,,,,,,,,
"RURAL (054)",15579,2802,386,5312,5133,586,687,255,418
"Quechua (055)",3582,1142,56,1604,674,34,48,9,15
"Aymara (056)",272,27,,102,129,6,3,3,2
"Ashaninca (057)",1,,,,1,,,,
"Castellano (059)",11697,1610,330,3603,4328,546,636,243,401
"Es sordomudo/a (061)",27,23,,3,1,,,,
"Hombres (063)",8510,1003,189,2895,3258,349,385,186,245
"Quechua (064)",1930,359,23,948,520,26,34,8,12
"Aymara (065)",164,9,,55,90,4,1,3,2
"Ashaninca (066)",1,,,,1,,,,
"Castellano (068)",6399,622,166,1890,2646,319,350,175,231
"Es sordomudo/a (070)",16,13,,2,1,,,,
"Mujeres (072)",7069,1799,197,2417,1875,237,302,69,173
"Quechua (073)",1652,783,33,656,154,8,14,1,3
"Aymara (074)",108,18,,47,39,2,2,,
"Castellano (077)",5298,988,164,1713,1682,227,286,68,170
"Es sordomudo/a (079)",11,10,,1,,,,,
