"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia SIHUAS",,,,,,,,
"Viviendas particulares (001)",6966,6308,645,4,4,2,1,2
"Ocupantes presentes (002)",30554,27891,2614,9,15,5,5,15
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",6872,6223,636,4,4,2,1,2
"Ocupantes presentes (005)",30199,27569,2581,9,15,5,5,15
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",18,11,7,,,,,
"Ocupantes presentes (014)",70,39,31,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",72,72,,,,,,
"Ocupantes presentes (017)",275,275,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,
"Ocupantes presentes (020)",3,3,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",3,1,2,,,,,
"Ocupantes presentes (023)",7,5,2,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1861,1266,584,4,4,1,,2
"Ocupantes presentes (029)",7833,5433,2357,9,15,4,,15
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1841,1253,577,4,4,1,,2
"Ocupantes presentes (032)",7755,5386,2326,9,15,4,,15
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",18,11,7,,,,,
"Ocupantes presentes (041)",70,39,31,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,
"Ocupantes presentes (047)",3,3,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,
"Ocupantes presentes (050)",5,5,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",5105,5042,61,,,1,1,
"Ocupantes presentes (056)",22721,22458,257,,,1,5,
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",5031,4970,59,,,1,1,
"Ocupantes presentes (059)",22444,22183,255,,,1,5,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",72,72,,,,,,
"Ocupantes presentes (071)",275,275,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",2,,2,,,,,
"Ocupantes presentes (077)",2,,2,,,,,
"Otro tipo",,,,,,,,
