"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUAYTARA (000)",21938,1092,5216,3362,3152,2875,2122,1512,2607
"Quechua (001)",5670,185,999,624,731,754,706,557,1114
"Aymara (002)",13,,,4,4,2,2,,1
"Ashaninca (003)",4,,3,,,1,,,
"Otra lengua nativa (004)",3,,,1,,1,,,1
"Castellano (005)",16218,902,4203,2730,2414,2114,1413,954,1488
"Idioma extranjero (006)",2,,,,,,1,1,
"Es sordomudo/a (007)",28,5,11,3,3,3,,,3
"Hombres (009)",11548,566,2703,1707,1802,1643,1130,775,1222
"Quechua (010)",2638,93,479,280,374,396,327,251,438
"Aymara (011)",11,,,4,2,2,2,,1
"Ashaninca (012)",3,,3,,,,,,
"Otra lengua nativa (013)",2,,,1,,1,,,
"Castellano (014)",8876,470,2214,1422,1424,1241,801,523,781
"Idioma extranjero (015)",1,,,,,,,1,
"Es sordomudo/a (016)",17,3,7,,2,3,,,2
"Mujeres (018)",10390,526,2513,1655,1350,1232,992,737,1385
"Quechua (019)",3032,92,520,344,357,358,379,306,676
"Aymara (020)",2,,,,2,,,,
"Ashaninca (021)",1,,,,,1,,,
"Otra lengua nativa (022)",1,,,,,,,,1
"Castellano (023)",7342,432,1989,1308,990,873,612,431,707
"Idioma extranjero (024)",1,,,,,,1,,
"Es sordomudo/a (025)",11,2,4,3,1,,,,1
,,,,,,,,,
"URBANA (027)",6386,293,1497,1169,880,862,608,404,673
"Quechua (028)",682,4,45,47,79,92,93,89,233
"Aymara (029)",2,,,1,,,1,,
"Ashaninca (030)",1,,1,,,,,,
"Castellano (032)",5695,288,1450,1120,801,769,513,314,440
"Idioma extranjero (033)",2,,,,,,1,1,
"Es sordomudo/a (034)",4,1,1,1,,1,,,
"Hombres (036)",3269,164,763,615,455,465,309,195,303
"Quechua (037)",284,2,20,22,46,44,41,29,80
"Aymara (038)",2,,,1,,,1,,
"Ashaninca (039)",1,,1,,,,,,
"Castellano (041)",2978,161,741,592,409,420,267,165,223
"Idioma extranjero (042)",1,,,,,,,1,
"Es sordomudo/a (043)",3,1,1,,,1,,,
"Mujeres (045)",3117,129,734,554,425,397,299,209,370
"Quechua (046)",398,2,25,25,33,48,52,60,153
"Castellano (050)",2717,127,709,528,392,349,246,149,217
"Idioma extranjero (051)",1,,,,,,1,,
"Es sordomudo/a (052)",1,,,1,,,,,
,,,,,,,,,
"RURAL (054)",15552,799,3719,2193,2272,2013,1514,1108,1934
"Quechua (055)",4988,181,954,577,652,662,613,468,881
"Aymara (056)",11,,,3,4,2,1,,1
"Ashaninca (057)",3,,2,,,1,,,
"Otra lengua nativa (058)",3,,,1,,1,,,1
"Castellano (059)",10523,614,2753,1610,1613,1345,900,640,1048
"Es sordomudo/a (061)",24,4,10,2,3,2,,,3
"Hombres (063)",8279,402,1940,1092,1347,1178,821,580,919
"Quechua (064)",2354,91,459,258,328,352,286,222,358
"Aymara (065)",9,,,3,2,2,1,,1
"Ashaninca (066)",2,,2,,,,,,
"Otra lengua nativa (067)",2,,,1,,1,,,
"Castellano (068)",5898,309,1473,830,1015,821,534,358,558
"Es sordomudo/a (070)",14,2,6,,2,2,,,2
"Mujeres (072)",7273,397,1779,1101,925,835,693,528,1015
"Quechua (073)",2634,90,495,319,324,310,327,246,523
"Aymara (074)",2,,,,2,,,,
"Ashaninca (075)",1,,,,,1,,,
"Otra lengua nativa (076)",1,,,,,,,,1
"Castellano (077)",4625,305,1280,780,598,524,366,282,490
"Es sordomudo/a (079)",10,2,4,2,1,,,,1
