"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia HUACAYBAMBA",,,,
"Viviendas particulares (001)",1901,1072,778,51
"Ocupantes presentes (002)",9226,5062,3929,235
"Casa independiente",,,,
"Viviendas particulares (004)",1899,1070,778,51
"Ocupantes presentes (005)",9216,5052,3929,235
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",2,2,,
"Ocupantes presentes (011)",10,10,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",1618,983,609,26
"Ocupantes presentes (029)",7860,4649,3109,102
"Casa independiente",,,,
"Viviendas particulares (031)",1616,981,609,26
"Ocupantes presentes (032)",7850,4639,3109,102
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",2,2,,
"Ocupantes presentes (038)",10,10,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",283,89,169,25
"Ocupantes presentes (056)",1366,413,820,133
"Casa independiente",,,,
"Viviendas particulares (058)",283,89,169,25
"Ocupantes presentes (059)",1366,413,820,133
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",255,158,88,9
"Ocupantes presentes (110)",1121,692,385,44
"Casa independiente",,,,
"Viviendas particulares (112)",253,156,88,9
"Ocupantes presentes (113)",1111,682,385,44
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",2,2,,
"Ocupantes presentes (119)",10,10,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",155,133,22,
"Ocupantes presentes (137)",700,592,108,
"Casa independiente",,,,
"Viviendas particulares (139)",153,131,22,
"Ocupantes presentes (140)",690,582,108,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",2,2,,
"Ocupantes presentes (146)",10,10,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",100,25,66,9
"Ocupantes presentes (164)",421,100,277,44
"Casa independiente",,,,
"Viviendas particulares (166)",100,25,66,9
"Ocupantes presentes (167)",421,100,277,44
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1646,914,690,42
"Ocupantes presentes (218)",8105,4370,3544,191
"Casa independiente",,,,
"Viviendas particulares (220)",1646,914,690,42
"Ocupantes presentes (221)",8105,4370,3544,191
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1463,850,587,26
"Ocupantes presentes (245)",7160,4057,3001,102
"Casa independiente",,,,
"Viviendas particulares (247)",1463,850,587,26
"Ocupantes presentes (248)",7160,4057,3001,102
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",183,64,103,16
"Ocupantes presentes (272)",945,313,543,89
"Casa independiente",,,,
"Viviendas particulares (274)",183,64,103,16
"Ocupantes presentes (275)",945,313,543,89
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
