"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia COTABAMBAS (000)",23625,22170,1455
"Hombres (001)",11839,11246,593
"Mujeres (002)",11786,10924,862
"De 18 a 29 años (003)",6652,6287,365
"Hombres (004)",3347,3147,200
"Mujeres (005)",3305,3140,165
"De 30 a 44 años (006)",7731,7615,116
"Hombres (007)",3928,3870,58
"Mujeres (008)",3803,3745,58
"De 45 a 64 años (009)",6109,5764,345
"Hombres (010)",3062,2943,119
"Mujeres (011)",3047,2821,226
"De 65 y más años (012)",3133,2504,629
"Hombres (013)",1502,1286,216
"Mujeres (014)",1631,1218,413
,,,
"URBANA (015)",6812,6565,247
"Hombres (016)",3498,3404,94
"Mujeres (017)",3314,3161,153
"De 18 a 29 años (018)",2090,2012,78
"Hombres (019)",1042,1004,38
"Mujeres (020)",1048,1008,40
"De 30 a 44 años (021)",2465,2450,15
"Hombres (022)",1307,1304,3
"Mujeres (023)",1158,1146,12
"De 45 a 64 años (024)",1542,1509,33
"Hombres (025)",819,802,17
"Mujeres (026)",723,707,16
"De 65 y más años (027)",715,594,121
"Hombres (028)",330,294,36
"Mujeres (029)",385,300,85
,,,
"RURAL (030)",16813,15605,1208
"Hombres (031)",8341,7842,499
"Mujeres (032)",8472,7763,709
"De 18 a 29 años (033)",4562,4275,287
"Hombres (034)",2305,2143,162
"Mujeres (035)",2257,2132,125
"De 30 a 44 años (036)",5266,5165,101
"Hombres (037)",2621,2566,55
"Mujeres (038)",2645,2599,46
"De 45 a 64 años (039)",4567,4255,312
"Hombres (040)",2243,2141,102
"Mujeres (041)",2324,2114,210
"De 65 y más años (042)",2418,1910,508
"Hombres (043)",1172,992,180
"Mujeres (044)",1246,918,328
