"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LIMA (000)",3408878,21361,1205622,1278848,803199,99848
"Empleado (001)",1415612,4129,530423,559286,298356,23418
"Obrero (002)",504127,2301,230245,174137,87693,9751
"Trabajador independiente (003)",1069703,4067,268584,417622,327076,52354
"Empleador o patrono (004)",71884,49,14958,28804,23878,4195
"Trabajador familiar no remunerado (005)",71527,6936,24173,19866,16311,4241
"Trabajador del hogar (006)",153917,1912,73289,46498,29464,2754
"Desocupado (008)",122108,1967,63950,32635,20421,3135
"Hombres (009)",2018280,12156,685915,751695,497765,70749
"Empleado (010)",770266,2348,266938,306213,177929,16838
"Obrero (011)",408539,1833,181635,140650,75513,8908
"Trabajador independiente (012)",688283,2702,178014,261674,208892,37001
"Empleador o patrono (013)",48095,27,9414,18893,16564,3197
"Trabajador familiar no remunerado (014)",25207,3951,11377,4406,3556,1917
"Trabajador del hogar (015)",7245,250,3329,1789,1474,403
"Desocupado (017)",70645,1045,35208,18070,13837,2485
"Mujeres (018)",1390598,9205,519707,527153,305434,29099
"Empleado (019)",645346,1781,263485,253073,120427,6580
"Obrero (020)",95588,468,48610,33487,12180,843
"Trabajador independiente (021)",381420,1365,90570,155948,118184,15353
"Empleador o patrono (022)",23789,22,5544,9911,7314,998
"Trabajador familiar no remunerado (023)",46320,2985,12796,15460,12755,2324
"Trabajador del hogar (024)",146672,1662,69960,44709,27990,2351
"Desocupado (026)",51463,922,28742,14565,6584,650
,,,,,,
"URBANA (027)",3404560,21305,1204014,1277338,802294,99609
"Empleado (028)",1415201,4127,530260,559118,298287,23409
"Obrero (029)",502690,2293,229567,173644,87469,9717
"Trabajador independiente (030)",1067973,4063,268169,416964,326588,52189
"Empleador o patrono (031)",71814,49,14945,28785,23850,4185
"Trabajador familiar no remunerado (032)",71062,6896,23945,19749,16246,4226
"Trabajador del hogar (033)",153819,1911,73235,46471,29451,2751
"Desocupado (035)",122001,1966,63893,32607,20403,3132
"Hombres (036)",2015203,12118,684781,750615,497120,70569
"Empleado (037)",770019,2347,266855,306103,177881,16833
"Obrero (038)",407412,1828,181111,140266,75328,8879
"Trabajador independiente (039)",686965,2698,177693,261174,208530,36870
"Empleador o patrono (040)",48040,27,9405,18877,16543,3188
"Trabajador familiar no remunerado (041)",24966,3924,11226,4360,3542,1914
"Trabajador del hogar (042)",7235,250,3324,1787,1472,402
"Desocupado (044)",70566,1044,35167,18048,13824,2483
"Mujeres (045)",1389357,9187,519233,526723,305174,29040
"Empleado (046)",645182,1780,263405,253015,120406,6576
"Obrero (047)",95278,465,48456,33378,12141,838
"Trabajador independiente (048)",381008,1365,90476,155790,118058,15319
"Empleador o patrono (049)",23774,22,5540,9908,7307,997
"Trabajador familiar no remunerado (050)",46096,2972,12719,15389,12704,2312
"Trabajador del hogar (051)",146584,1661,69911,44684,27979,2349
"Desocupado (053)",51435,922,28726,14559,6579,649
,,,,,,
"RURAL (054)",4318,56,1608,1510,905,239
"Empleado (055)",411,2,163,168,69,9
"Obrero (056)",1437,8,678,493,224,34
"Trabajador independiente (057)",1730,4,415,658,488,165
"Empleador o patrono (058)",70,,13,19,28,10
"Trabajador familiar no remunerado (059)",465,40,228,117,65,15
"Trabajador del hogar (060)",98,1,54,27,13,3
"Desocupado (062)",107,1,57,28,18,3
"Hombres (063)",3077,38,1134,1080,645,180
"Empleado (064)",247,1,83,110,48,5
"Obrero (065)",1127,5,524,384,185,29
"Trabajador independiente (066)",1318,4,321,500,362,131
"Empleador o patrono (067)",55,,9,16,21,9
"Trabajador familiar no remunerado (068)",241,27,151,46,14,3
"Trabajador del hogar (069)",10,,5,2,2,1
"Desocupado (071)",79,1,41,22,13,2
"Mujeres (072)",1241,18,474,430,260,59
"Empleado (073)",164,1,80,58,21,4
"Obrero (074)",310,3,154,109,39,5
"Trabajador independiente (075)",412,,94,158,126,34
"Empleador o patrono (076)",15,,4,3,7,1
"Trabajador familiar no remunerado (077)",224,13,77,71,51,12
"Trabajador del hogar (078)",88,1,49,25,11,2
"Desocupado (080)",28,,16,6,5,1
