"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia BOLIVAR",,,,,,,
"Viviendas particulares (001)",3727,488,88,22,2982,59,88
"Ocupantes presentes (002)",16570,1930,342,102,13568,241,387
"Casa independiente",,,,,,,
"Viviendas particulares (004)",3531,453,88,22,2834,57,77
"Ocupantes presentes (005)",15700,1796,342,102,12891,235,334
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",8,5,,,3,,
"Ocupantes presentes (011)",50,25,,,25,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",5,1,,,4,,
"Ocupantes presentes (014)",5,1,,,4,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",180,28,,,141,1,10
"Ocupantes presentes (017)",802,102,,,648,4,48
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",3,1,,,,1,1
"Ocupantes presentes (023)",13,6,,,,2,5
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1347,194,42,13,1045,18,35
"Ocupantes presentes (029)",5674,749,175,64,4450,88,148
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1332,187,42,13,1038,17,35
"Ocupantes presentes (032)",5611,717,175,64,4421,86,148
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",8,5,,,3,,
"Ocupantes presentes (038)",50,25,,,25,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",5,1,,,4,,
"Ocupantes presentes (041)",5,1,,,4,,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,1,,,,1,
"Ocupantes presentes (050)",8,6,,,,2,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2380,294,46,9,1937,41,53
"Ocupantes presentes (056)",10896,1181,167,38,9118,153,239
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2199,266,46,9,1796,40,42
"Ocupantes presentes (059)",10089,1079,167,38,8470,149,186
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",180,28,,,141,1,10
"Ocupantes presentes (071)",802,102,,,648,4,48
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,,,1
"Ocupantes presentes (077)",5,,,,,,5
"Otro tipo",,,,,,,
