"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TOCACHE (000)",29486,23014,1578,1284,3610
"Sin nivel (001)",1792,1704,61,9,18
"Educación inicial (002)",29,25,3,,1
"Primaria (003)",11467,10424,415,123,505
"Secundaria (004)",10688,8501,595,262,1330
"Superior no univ. incompleta (005)",1180,800,89,77,214
"Superior no univ. completa (006)",2399,849,208,419,923
"Superior univ. incompleta (007)",635,325,47,67,196
"Superior univ. completa (008)",1296,386,160,327,423
"De 06 a 14 años (010)",644,593,39,10,2
"Sin nivel (011)",25,24,,1,
"Educación inicial (012)",4,4,,,
"Primaria (013)",425,388,28,8,1
"Secundaria (014)",190,177,11,1,1
"De 15 a 29 años (020)",10499,7769,602,394,1734
"Sin nivel (021)",208,191,10,3,4
"Educación inicial (022)",8,8,,,
"Primaria (023)",2772,2421,114,31,206
"Secundaria (024)",5265,4143,307,119,696
"Superior no univ. incompleta (025)",606,426,50,25,105
"Superior no univ. completa (026)",1094,352,74,143,525
"Superior univ. incompleta (027)",226,126,10,14,76
"Superior univ. completa (028)",320,102,37,59,122
"De 30 a 44 años (030)",10581,7968,618,626,1369
"Sin nivel (031)",578,545,24,2,7
"Educación inicial (032)",17,13,3,,1
"Primaria (033)",4241,3819,165,46,211
"Secundaria (034)",3455,2720,187,89,459
"Superior no univ. incompleta (035)",383,236,27,40,80
"Superior no univ. completa (036)",983,346,108,223,306
"Superior univ. incompleta (037)",251,106,20,35,90
"Superior univ. completa (038)",673,183,84,191,215
"De 45 a 64 años (040)",6628,5598,292,250,488
"Sin nivel (041)",734,704,23,2,5
"Primaria (043)",3309,3091,96,37,85
"Secundaria (044)",1666,1366,83,52,165
"Superior no univ. incompleta (045)",174,122,12,11,29
"Superior no univ. completa (046)",304,136,24,53,91
"Superior univ. incompleta (047)",149,86,17,18,28
"Superior univ. completa (048)",292,93,37,77,85
"De 65 y más años (050)",1134,1086,27,4,17
"Sin nivel (051)",247,240,4,1,2
"Primaria (053)",720,705,12,1,2
"Secundaria (054)",112,95,7,1,9
"Superior no univ. incompleta (055)",17,16,,1,
"Superior no univ. completa (056)",18,15,2,,1
"Superior univ. incompleta (057)",9,7,,,2
"Superior univ. completa (058)",11,8,2,,1
,,,,,
