"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SULLANA (000)",93468,67321,8743,8486,8918
"Sin nivel (001)",5116,4406,362,194,154
"Educación inicial (002)",92,75,13,1,3
"Primaria (003)",24467,20612,1986,1020,849
"Secundaria (004)",34144,26343,3118,2319,2364
"Superior no univ. incompleta (005)",5905,4035,626,585,659
"Superior no univ. completa (006)",12318,6318,1368,2337,2295
"Superior univ. incompleta (007)",3789,2314,459,481,535
"Superior univ. completa (008)",7637,3218,811,1549,2059
"De 06 a 14 años (010)",1058,944,79,24,11
"Sin nivel (011)",26,26,,,
"Educación inicial (012)",11,10,1,,
"Primaria (013)",622,551,46,16,9
"Secundaria (014)",399,357,32,8,2
"De 15 a 29 años (020)",29751,21297,3249,2660,2545
"Sin nivel (021)",385,305,43,24,13
"Educación inicial (022)",51,40,9,,2
"Primaria (023)",5622,4434,586,342,260
"Secundaria (024)",14351,10929,1442,1069,911
"Superior no univ. incompleta (025)",2404,1687,286,216,215
"Superior no univ. completa (026)",3361,1937,422,508,494
"Superior univ. incompleta (027)",1705,1121,211,194,179
"Superior univ. completa (028)",1872,844,250,307,471
"De 30 a 44 años (030)",34917,23636,3420,3842,4019
"Sin nivel (031)",1665,1351,152,92,70
"Educación inicial (032)",30,25,3,1,1
"Primaria (033)",7692,6299,673,403,317
"Secundaria (034)",12396,9469,1162,842,923
"Superior no univ. incompleta (035)",2358,1579,245,263,271
"Superior no univ. completa (036)",6005,2852,675,1268,1210
"Superior univ. incompleta (037)",1265,679,162,208,216
"Superior univ. completa (038)",3506,1382,348,765,1011
"De 45 a 64 años (040)",23680,17752,1819,1878,2231
"Sin nivel (041)",2070,1800,138,72,60
"Primaria (043)",8470,7401,587,241,241
"Secundaria (044)",6494,5157,459,380,498
"Superior no univ. incompleta (045)",1052,691,94,101,166
"Superior no univ. completa (046)",2758,1380,259,544,575
"Superior univ. incompleta (047)",757,463,82,76,136
"Superior univ. completa (048)",2079,860,200,464,555
"De 65 y más años (050)",4062,3692,176,82,112
"Sin nivel (051)",970,924,29,6,11
"Primaria (053)",2061,1927,94,18,22
"Secundaria (054)",504,431,23,20,30
"Superior no univ. incompleta (055)",91,78,1,5,7
"Superior no univ. completa (056)",194,149,12,17,16
