"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia BOLOGNESI (000)",11045,687,77,3528,3785,611,971,363,1023
"Agric., ganadería, caza y silvicultura (001)",4772,495,32,2297,1483,122,136,74,133
"Pesca (002)",2,,,,1,,,1,
"Explotación de minas y canteras (003)",688,9,6,102,294,45,97,22,113
"Industrias manufactureras (004)",366,10,4,105,167,25,23,10,22
"Suministro de electricidad, gas y agua (005)",30,,,8,11,2,5,1,3
"Construcción (006)",826,22,10,185,388,53,69,36,63
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1069,43,11,300,400,86,107,47,75
"Venta, mant.y rep. veh.autom.y motoc. (008)",101,1,,7,39,13,22,5,14
"Comercio al por mayor (009)",76,,,20,39,5,3,3,6
"Comercio al por menor (010)",892,42,11,273,322,68,82,39,55
"Hoteles y restaurantes (011)",375,15,3,116,135,29,36,17,24
"Trans., almac. y comunicaciones (012)",519,8,1,74,292,50,37,30,27
"Intermediación financiera (013)",4,,,,1,,,1,2
"Activid.inmobil., empres. y de alquiler (014)",310,2,2,29,90,38,40,20,89
"Admin.pub. y defensa; p. segur.soc.afil (015)",346,2,,30,105,28,73,33,75
"Enseñanza (016)",552,,,2,29,30,205,30,256
"Servicios sociales y de salud (017)",115,1,,,13,10,37,10,44
"Otras activ. serv.comun.soc y personales (018)",276,22,2,76,88,27,19,8,34
"Hogares privados con servicio doméstico (019)",144,9,2,52,63,5,5,4,4
"Actividad economica no especificada (021)",651,49,4,152,225,61,82,19,59
"Hombres (022)",7990,288,51,2476,3044,444,668,279,740
"Agric., ganadería, caza y silvicultura (023)",3627,229,23,1728,1241,103,117,69,117
"Pesca (024)",1,,,,1,,,,
"Explotación de minas y canteras (025)",674,7,6,102,290,45,95,21,108
"Industrias manufactureras (026)",302,4,4,87,144,19,19,7,18
"Suministro de electricidad, gas y agua (027)",28,,,8,9,2,5,1,3
"Construcción (028)",808,16,9,179,385,53,69,35,62
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",519,5,5,115,221,40,62,26,45
"Venta, mant.y rep. veh.autom.y motoc. (030)",97,1,,6,38,13,21,5,13
"Comercio al por mayor (031)",44,,,11,24,2,2,2,3
"Comercio al por menor (032)",378,4,5,98,159,25,39,19,29
"Hoteles y restaurantes (033)",123,,1,21,56,10,14,10,11
"Trans., almac. y comunicaciones (034)",498,7,1,73,287,46,33,27,24
"Intermediación financiera (035)",1,,,,,,,1,
"Activid.inmobil., empres. y de alquiler (036)",257,2,2,28,81,28,32,17,67
"Admin.pub. y defensa; p. segur.soc.afil (037)",244,2,,25,84,19,32,26,56
"Enseñanza (038)",281,,,2,15,10,102,18,134
"Servicios sociales y de salud (039)",38,,,,2,4,9,4,19
"Otras activ. serv.comun.soc y personales (040)",154,5,,40,52,17,11,3,26
"Hogares privados con servicio doméstico (041)",10,1,,3,3,2,,1,
"Actividad economica no especificada (043)",425,10,,65,173,46,68,13,50
"Mujeres (044)",3055,399,26,1052,741,167,303,84,283
"Agric., ganadería, caza y silvicultura (045)",1145,266,9,569,242,19,19,5,16
