"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia TRUJILLO (000)",334868,649006,612977,,11572,94.4,1.8
"De 12 a 14 años (001)",24444,138,122,,23,88.4,16.7
"De 15 a 19 años (002)",43652,4307,4188,1174,97.2,27.3,
"De 20 a 24 años (003)",41937,21244,20942,2792,98.6,13.1,
"De 25 a 29 años (004)",36958,38543,37977,2877,98.5,7.5,
"De 30 a 34 años (005)",32901,54174,53237,2536,98.3,4.7,
"De 35 a 39 años (006)",29190,64407,63100,1536,98,2.4,
"De 40 a 44 años (007)",26398,69987,68054,552,97.2,0.8,
"De 45 a 49 años (008)",22716,68967,66436,79,96.3,0.1,
"De 50 y más años (009)",76672,327239,298921,3,91.3,,
"PEA (010)",123621,212037,203767,2904,96.1,1.4,
"De 12 a 14 años (011)",907,14,12,1,85.7,7.1,
"De 15 a 19 años (012)",9529,953,927,159,97.3,16.7,
"De 20 a 24 años (013)",17058,6417,6289,499,98,7.8,
"De 25 a 29 años (014)",18616,14161,13917,726,98.3,5.1,
"De 30 a 34 años (015)",16841,22593,22203,778,98.3,3.4,
"De 35 a 39 años (016)",15064,29532,28898,501,97.9,1.7,
"De 40 a 44 años (017)",13846,33635,32679,202,97.2,0.6,
"De 45 a 49 años (018)",11412,31479,30349,37,96.4,0.1,
"De 50 y más años (019)",20348,73253,68493,1,93.5,,
"Ocupada (020)",118822,207324,199248,2774,96.1,1.3,
"De 12 a 14 años (021)",864,14,12,1,85.7,7.1,
"De 15 a 19 años (022)",8844,887,863,146,97.3,16.5,
"De 20 a 24 años (023)",15862,6056,5933,459,98,7.6,
"De 25 a 29 años (024)",17618,13559,13325,692,98.3,5.1,
"De 30 a 34 años (025)",16205,21862,21491,749,98.3,3.4,
"De 35 a 39 años (026)",14642,28871,28264,492,97.9,1.7,
"De 40 a 44 años (027)",13525,32891,31971,198,97.2,0.6,
"De 45 a 49 años (028)",11190,30903,29794,36,96.4,0.1,
"De 50 y más años (029)",20072,72281,67595,1,93.5,,
"Desocupada (030)",4799,4713,4519,130,95.9,2.8,
"De 12 a 14 años (031)",43,,,,,,
"De 15 a 19 años (032)",685,66,64,13,97,19.7,
"De 20 a 24 años (033)",1196,361,356,40,98.6,11.1,
"De 25 a 29 años (034)",998,602,592,34,98.3,5.6,
