"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia HUALGAYOC",,,,
"Viviendas particulares (001)",11812,3883,7516,413
"Ocupantes presentes (002)",47462,15585,30223,1654
"Casa independiente",,,,
"Viviendas particulares (004)",11447,3701,7343,403
"Ocupantes presentes (005)",46347,14981,29770,1596
"Departamento en edificio",,,,
"Viviendas particulares (007)",76,51,25,
"Ocupantes presentes (008)",179,128,51,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",97,59,38,
"Ocupantes presentes (011)",331,224,107,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",182,71,109,2
"Ocupantes presentes (014)",550,246,294,10
"Choza o cabaña",,,,
"Viviendas particulares (016)",8,,,8
"Ocupantes presentes (017)",48,,,48
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",2,1,1,
"Ocupantes presentes (023)",7,6,1,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",9532,3473,5748,311
"Ocupantes presentes (029)",38055,13940,22867,1248
"Casa independiente",,,,
"Viviendas particulares (031)",9183,3296,5581,306
"Ocupantes presentes (032)",37003,13357,22430,1216
"Departamento en edificio",,,,
"Viviendas particulares (034)",74,50,24,
"Ocupantes presentes (035)",175,126,49,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",92,56,36,
"Ocupantes presentes (038)",316,213,103,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",178,70,106,2
"Ocupantes presentes (041)",532,238,284,10
"Choza o cabaña",,,,
"Viviendas particulares (043)",3,,,3
"Ocupantes presentes (044)",22,,,22
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",2,1,1,
"Ocupantes presentes (050)",7,6,1,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",2280,410,1768,102
"Ocupantes presentes (056)",9407,1645,7356,406
"Casa independiente",,,,
"Viviendas particulares (058)",2264,405,1762,97
"Ocupantes presentes (059)",9344,1624,7340,380
"Departamento en edificio",,,,
"Viviendas particulares (061)",2,1,1,
"Ocupantes presentes (062)",4,2,2,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",5,3,2,
"Ocupantes presentes (065)",15,11,4,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",4,1,3,
"Ocupantes presentes (068)",18,8,10,
"Choza o cabaña",,,,
"Viviendas particulares (070)",5,,,5
"Ocupantes presentes (071)",26,,,26
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",4142,3159,915,68
"Ocupantes presentes (110)",16220,12626,3374,220
"Casa independiente",,,,
"Viviendas particulares (112)",3785,2977,742,66
"Ocupantes presentes (113)",15153,12022,2921,210
"Departamento en edificio",,,,
"Viviendas particulares (115)",76,51,25,
"Ocupantes presentes (116)",179,128,51,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",97,59,38,
"Ocupantes presentes (119)",331,224,107,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",182,71,109,2
"Ocupantes presentes (122)",550,246,294,10
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",2,1,1,
"Ocupantes presentes (131)",7,6,1,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",3792,2923,829,40
"Ocupantes presentes (137)",14860,11683,3043,134
"Casa independiente",,,,
"Viviendas particulares (139)",3446,2746,662,38
"Ocupantes presentes (140)",13830,11100,2606,124
"Departamento en edificio",,,,
"Viviendas particulares (142)",74,50,24,
"Ocupantes presentes (143)",175,126,49,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",92,56,36,
"Ocupantes presentes (146)",316,213,103,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",178,70,106,2
"Ocupantes presentes (149)",532,238,284,10
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",2,1,1,
"Ocupantes presentes (158)",7,6,1,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",350,236,86,28
"Ocupantes presentes (164)",1360,943,331,86
"Casa independiente",,,,
"Viviendas particulares (166)",339,231,80,28
"Ocupantes presentes (167)",1323,922,315,86
"Departamento en edificio",,,,
"Viviendas particulares (169)",2,1,1,
"Ocupantes presentes (170)",4,2,2,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",5,3,2,
"Ocupantes presentes (173)",15,11,4,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",4,1,3,
"Ocupantes presentes (176)",18,8,10,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",7670,724,6601,345
"Ocupantes presentes (218)",31242,2959,26849,1434
"Casa independiente",,,,
"Viviendas particulares (220)",7662,724,6601,337
"Ocupantes presentes (221)",31194,2959,26849,1386
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",8,,,8
"Ocupantes presentes (233)",48,,,48
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",5740,550,4919,271
"Ocupantes presentes (245)",23195,2257,19824,1114
"Casa independiente",,,,
"Viviendas particulares (247)",5737,550,4919,268
"Ocupantes presentes (248)",23173,2257,19824,1092
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",3,,,3
"Ocupantes presentes (260)",22,,,22
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",1930,174,1682,74
"Ocupantes presentes (272)",8047,702,7025,320
"Casa independiente",,,,
"Viviendas particulares (274)",1925,174,1682,69
"Ocupantes presentes (275)",8021,702,7025,294
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",5,,,5
"Ocupantes presentes (287)",26,,,26
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
