"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MOYOBAMBA (000)",41625,1386,15665,14330,8556,1688
"Empleado (001)",7037,48,2450,3174,1291,74
"Obrero (002)",6207,177,2894,1908,1052,176
"Trabajador independiente (003)",20654,220,6450,7549,5214,1221
"Empleador o patrono (004)",1390,1,407,517,377,88
"Trabajador familiar no remunerado (005)",5016,875,2768,856,432,85
"Trabajador del hogar (006)",1321,65,696,326,190,44
"Hombres (008)",30652,1023,11607,10249,6419,1354
"Empleado (009)",3864,19,1211,1756,834,44
"Obrero (010)",5377,150,2544,1624,906,153
"Trabajador independiente (011)",16947,183,5397,6094,4234,1039
"Empleador o patrono (012)",1196,,355,440,324,77
"Trabajador familiar no remunerado (013)",3209,666,2070,324,110,39
"Trabajador del hogar (014)",59,5,30,11,11,2
"Mujeres (016)",10973,363,4058,4081,2137,334
"Empleado (017)",3173,29,1239,1418,457,30
"Obrero (018)",830,27,350,284,146,23
"Trabajador independiente (019)",3707,37,1053,1455,980,182
"Empleador o patrono (020)",194,1,52,77,53,11
"Trabajador familiar no remunerado (021)",1807,209,698,532,322,46
"Trabajador del hogar (022)",1262,60,666,315,179,42
,,,,,,
"URBANA (024)",26273,654,8883,9707,5963,1066
"Empleado (025)",6825,45,2362,3076,1269,73
"Obrero (026)",3555,95,1429,1179,724,128
"Trabajador independiente (027)",11620,121,3179,4363,3251,706
"Empleador o patrono (028)",871,1,233,315,264,58
"Trabajador familiar no remunerado (029)",2217,340,1065,469,281,62
"Trabajador del hogar (030)",1185,52,615,305,174,39
"Hombres (032)",17457,468,5789,6231,4181,788
"Empleado (033)",3732,18,1166,1688,817,43
"Obrero (034)",3053,85,1235,1001,624,108
"Trabajador independiente (035)",8706,104,2452,3145,2446,559
"Empleador o patrono (036)",700,,189,247,215,49
"Trabajador familiar no remunerado (037)",1226,257,732,140,70,27
"Trabajador del hogar (038)",40,4,15,10,9,2
"Mujeres (040)",8816,186,3094,3476,1782,278
"Empleado (041)",3093,27,1196,1388,452,30
"Obrero (042)",502,10,194,178,100,20
"Trabajador independiente (043)",2914,17,727,1218,805,147
"Empleador o patrono (044)",171,1,44,68,49,9
"Trabajador familiar no remunerado (045)",991,83,333,329,211,35
"Trabajador del hogar (046)",1145,48,600,295,165,37
,,,,,,
"RURAL (048)",15352,732,6782,4623,2593,622
"Empleado (049)",212,3,88,98,22,1
"Obrero (050)",2652,82,1465,729,328,48
"Trabajador independiente (051)",9034,99,3271,3186,1963,515
"Empleador o patrono (052)",519,,174,202,113,30
"Trabajador familiar no remunerado (053)",2799,535,1703,387,151,23
"Trabajador del hogar (054)",136,13,81,21,16,5
"Hombres (056)",13195,555,5818,4018,2238,566
"Empleado (057)",132,1,45,68,17,1
"Obrero (058)",2324,65,1309,623,282,45
"Trabajador independiente (059)",8241,79,2945,2949,1788,480
"Empleador o patrono (060)",496,,166,193,109,28
"Trabajador familiar no remunerado (061)",1983,409,1338,184,40,12
"Trabajador del hogar (062)",19,1,15,1,2,
"Mujeres (064)",2157,177,964,605,355,56
"Empleado (065)",80,2,43,30,5,
"Obrero (066)",328,17,156,106,46,3
"Trabajador independiente (067)",793,20,326,237,175,35
"Empleador o patrono (068)",23,,8,9,4,2
"Trabajador familiar no remunerado (069)",816,126,365,203,111,11
"Trabajador del hogar (070)",117,12,66,20,14,5
