"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",54829,19242,3841,1334,30520
"Menos de 1 año (001)",1890,1158,75,23,637
"De 1 a 14 años (002)",21169,12380,1334,368,7132
"De 15 a 29 años (003)",15541,3541,863,619,10545
"De 30 a 44 años (004)",8761,1218,929,205,6427
"De 45 a 64 años (005)",5755,726,561,92,4391
"De 65 y mas años (006)",1713,219,79,27,1388
"Hombres (008)",29366,9321,2052,980,17077
"Menos de 1 año (009)",942,584,34,12,315
"De 1 a 14 años (010)",10889,6263,676,200,3770
"De 15 a 29 años (011)",8353,1458,459,527,5926
"De 30 a 44 años (012)",4853,519,477,155,3715
"De 45 a 64 años (013)",3335,376,358,66,2546
"De 65 y mas años (014)",994,121,48,20,805
"Mujeres (016)",25463,9921,1789,354,13443
"Menos de 1 año (017)",948,574,41,11,322
"De 1 a 14 años (018)",10280,6117,658,168,3362
"De 15 a 29 años (019)",7188,2083,404,92,4619
"De 30 a 44 años (020)",3908,699,452,50,2712
"De 45 a 64 años (021)",2420,350,203,26,1845
"De 65 y mas años (022)",719,98,31,7,583
,,,,,
"URBANA (024)",16574,5833,2603,560,7626
"Menos de 1 año (025)",522,356,57,5,106
"De 1 a 14 años (026)",5961,3643,905,101,1333
"De 15 a 29 años (027)",4933,1193,580,288,2880
"De 30 a 44 años (028)",2967,377,629,101,1868
"De 45 a 64 años (029)",1725,199,384,53,1098
"De 65 y mas años (030)",466,65,48,12,341
"Hombres (032)",8635,2746,1371,426,4121
"Menos de 1 año (033)",237,165,25,2,47
"De 1 a 14 años (034)",2996,1809,466,53,677
"De 15 a 29 años (035)",2576,481,300,247,1553
"De 30 a 44 años (036)",1558,149,314,79,1023
"De 45 a 64 años (037)",1003,104,238,37,630
"De 65 y mas años (038)",265,38,28,8,191
"Mujeres (040)",7939,3087,1232,134,3505
"Menos de 1 año (041)",285,191,32,3,59
"De 1 a 14 años (042)",2965,1834,439,48,656
"De 15 a 29 años (043)",2357,712,280,41,1327
"De 30 a 44 años (044)",1409,228,315,22,845
"De 45 a 64 años (045)",722,95,146,16,468
"De 65 y mas años (046)",201,27,20,4,150
,,,,,
"RURAL (048)",38255,13409,1238,774,22894
"Menos de 1 año (049)",1368,802,18,18,531
"De 1 a 14 años (050)",15208,8737,429,267,5799
"De 15 a 29 años (051)",10608,2348,283,331,7665
"De 30 a 44 años (052)",5794,841,300,104,4559
"De 45 a 64 años (053)",4030,527,177,39,3293
"De 65 y mas años (054)",1247,154,31,15,1047
"Hombres (056)",20731,6575,681,554,12956
"Menos de 1 año (057)",705,419,9,10,268
"De 1 a 14 años (058)",7893,4454,210,147,3093
"De 15 a 29 años (059)",5777,977,159,280,4373
"De 30 a 44 años (060)",3295,370,163,76,2692
"De 45 a 64 años (061)",2332,272,120,29,1916
"De 65 y mas años (062)",729,83,20,12,614
"Mujeres (064)",17524,6834,557,220,9938
"Menos de 1 año (065)",663,383,9,8,263
"De 1 a 14 años (066)",7315,4283,219,120,2706
"De 15 a 29 años (067)",4831,1371,124,51,3292
"De 30 a 44 años (068)",2499,471,137,28,1867
"De 45 a 64 años (069)",1698,255,57,10,1377
"De 65 y mas años (070)",518,71,11,3,433
