"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AMBO (000)",15878,1875,23,8376,4093,304,477,188,542
"Empleado (001)",1183,18,,89,269,83,253,81,390
"Obrero (002)",2276,241,5,1178,728,42,47,18,17
"Trabajador independiente (003)",9273,1167,7,5450,2165,146,153,71,114
"Empleador o patrono (004)",265,51,1,128,56,9,4,6,10
"Trabajador familiar no remunerado (005)",2698,364,10,1463,806,18,16,12,9
"Trabajador del hogar (006)",183,34,,68,69,6,4,,2
"Hombres (008)",12941,1304,17,7234,3410,211,294,131,340
"Empleado (009)",709,4,,55,184,49,138,52,227
"Obrero (010)",2095,204,5,1085,687,39,43,17,15
"Trabajador independiente (011)",8072,916,7,4968,1837,106,97,54,87
"Empleador o patrono (012)",234,46,,115,49,7,4,4,9
"Trabajador familiar no remunerado (013)",1807,129,5,1004,642,10,11,4,2
"Trabajador del hogar (014)",24,5,,7,11,,1,,
"Mujeres (016)",2937,571,6,1142,683,93,183,57,202
"Empleado (017)",474,14,,34,85,34,115,29,163
"Obrero (018)",181,37,,93,41,3,4,1,2
"Trabajador independiente (019)",1201,251,,482,328,40,56,17,27
"Empleador o patrono (020)",31,5,1,13,7,2,,2,1
"Trabajador familiar no remunerado (021)",891,235,5,459,164,8,5,8,7
"Trabajador del hogar (022)",159,29,,61,58,6,3,,2
,,,,,,,,,
"URBANA (024)",5083,341,6,1688,1884,221,349,151,443
"Empleado (025)",928,10,,58,209,67,195,71,318
"Obrero (026)",800,57,1,320,348,28,23,10,13
"Trabajador independiente (027)",2689,203,3,1058,1053,102,119,57,94
"Empleador o patrono (028)",95,4,,35,36,7,1,4,8
"Trabajador familiar no remunerado (029)",477,53,2,181,204,13,7,9,8
"Trabajador del hogar (030)",94,14,,36,34,4,4,,2
"Hombres (032)",3683,197,6,1291,1461,150,206,102,270
"Empleado (033)",556,3,,37,143,40,109,46,178
"Obrero (034)",746,48,1,294,333,27,22,10,11
"Trabajador independiente (035)",2004,113,3,820,812,71,70,42,73
"Empleador o patrono (036)",77,4,,27,30,5,1,3,7
"Trabajador familiar no remunerado (037)",288,26,2,110,138,7,3,1,1
"Trabajador del hogar (038)",12,3,,3,5,,1,,
"Mujeres (040)",1400,144,,397,423,71,143,49,173
"Empleado (041)",372,7,,21,66,27,86,25,140
"Obrero (042)",54,9,,26,15,1,1,,2
"Trabajador independiente (043)",685,90,,238,241,31,49,15,21
"Empleador o patrono (044)",18,,,8,6,2,,1,1
"Trabajador familiar no remunerado (045)",189,27,,71,66,6,4,8,7
"Trabajador del hogar (046)",82,11,,33,29,4,3,,2
,,,,,,,,,
"RURAL (048)",10795,1534,17,6688,2209,83,128,37,99
"Empleado (049)",255,8,,31,60,16,58,10,72
"Obrero (050)",1476,184,4,858,380,14,24,8,4
"Trabajador independiente (051)",6584,964,4,4392,1112,44,34,14,20
"Empleador o patrono (052)",170,47,1,93,20,2,3,2,2
"Trabajador familiar no remunerado (053)",2221,311,8,1282,602,5,9,3,1
"Trabajador del hogar (054)",89,20,,32,35,2,,,
"Hombres (056)",9258,1107,11,5943,1949,61,88,29,70
"Empleado (057)",153,1,,18,41,9,29,6,49
"Obrero (058)",1349,156,4,791,354,12,21,7,4
"Trabajador independiente (059)",6068,803,4,4148,1025,35,27,12,14
"Empleador o patrono (060)",157,42,,88,19,2,3,1,2
"Trabajador familiar no remunerado (061)",1519,103,3,894,504,3,8,3,1
"Trabajador del hogar (062)",12,2,,4,6,,,,
"Mujeres (064)",1537,427,6,745,260,22,40,8,29
"Empleado (065)",102,7,,13,19,7,29,4,23
"Obrero (066)",127,28,,67,26,2,3,1,
"Trabajador independiente (067)",516,161,,244,87,9,7,2,6
"Empleador o patrono (068)",13,5,1,5,1,,,1,
"Trabajador familiar no remunerado (069)",702,208,5,388,98,2,1,,
"Trabajador del hogar (070)",77,18,,28,29,2,,,
