"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SUCRE (000)",10941,2927,2404,2228,1943,1439
"Hombres (001)",5394,1539,1191,1135,916,613
"Mujeres (002)",5547,1388,1213,1093,1027,826
"PEA (003)",3783,87,921,1351,987,437
"Hombres (004)",2636,60,640,951,677,308
"Mujeres (005)",1147,27,281,400,310,129
"Ocupada (006)",3714,85,891,1331,976,431
"Hombres (007)",2581,58,619,933,668,303
"Mujeres (008)",1133,27,272,398,308,128
"Desocupada (009)",69,2,30,20,11,6
"Hombres (010)",55,2,21,18,9,5
"Mujeres (011)",14,,9,2,2,1
"No PEA (012)",7158,2840,1483,877,956,1002
"Hombres (013)",2758,1479,551,184,239,305
"Mujeres (014)",4400,1361,932,693,717,697
,,,,,,
"URBANA (018)",6669,1818,1486,1452,1106,807
"Hombres (019)",3261,947,731,727,526,330
"Mujeres (020)",3408,871,755,725,580,477
"PEA (021)",2460,57,589,944,623,247
"Hombres (022)",1596,36,371,623,403,163
"Mujeres (023)",864,21,218,321,220,84
"Ocupada (024)",2428,55,572,934,621,246
"Hombres (025)",1574,34,361,614,402,163
"Mujeres (026)",854,21,211,320,219,83
"Desocupada (027)",32,2,17,10,2,1
"Hombres (028)",22,2,10,9,1,
"Mujeres (029)",10,,7,1,1,1
"No PEA (030)",4209,1761,897,508,483,560
"Hombres (031)",1665,911,360,104,123,167
"Mujeres (032)",2544,850,537,404,360,393
,,,,,,
"RURAL (036)",4272,1109,918,776,837,632
"Hombres (037)",2133,592,460,408,390,283
"Mujeres (038)",2139,517,458,368,447,349
"PEA (039)",1323,30,332,407,364,190
"Hombres (040)",1040,24,269,328,274,145
"Mujeres (041)",283,6,63,79,90,45
"Ocupada (042)",1286,30,319,397,355,185
"Hombres (043)",1007,24,258,319,266,140
"Mujeres (044)",279,6,61,78,89,45
"Desocupada (045)",37,,13,10,9,5
"Hombres (046)",33,,11,9,8,5
"Mujeres (047)",4,,2,1,1,
"No PEA (048)",2949,1079,586,369,473,442
"Hombres (049)",1093,568,191,80,116,138
"Mujeres (050)",1856,511,395,289,357,304
