"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CORONGO (000)",7889,1302,194,3637,1975,197,245,111,228
"Quechua (001)",745,316,3,340,63,2,13,2,6
"Otra lengua nativa (004)",2,2,,,,,,,
"Castellano (005)",7128,976,190,3292,1912,195,232,109,222
"Es sordomudo/a (007)",14,8,1,5,,,,,
"Hombres (009)",4032,450,106,1835,1175,116,147,58,145
"Quechua (010)",313,90,1,172,39,1,5,1,4
"Otra lengua nativa (013)",1,1,,,,,,,
"Castellano (014)",3710,355,104,1660,1136,115,142,57,141
"Es sordomudo/a (016)",8,4,1,3,,,,,
"Mujeres (018)",3857,852,88,1802,800,81,98,53,83
"Quechua (019)",432,226,2,168,24,1,8,1,2
"Otra lengua nativa (022)",1,1,,,,,,,
"Castellano (023)",3418,621,86,1632,776,80,90,52,81
"Es sordomudo/a (025)",6,4,,2,,,,,
,,,,,,,,,
"URBANA (027)",3915,520,118,1649,1017,132,192,96,191
"Quechua (028)",402,140,2,205,36,1,10,2,6
"Otra lengua nativa (031)",1,1,,,,,,,
"Castellano (032)",3506,375,116,1442,981,131,182,94,185
"Es sordomudo/a (034)",6,4,,2,,,,,
"Hombres (036)",2010,166,62,838,593,71,111,49,120
"Quechua (037)",164,33,1,100,21,,4,1,4
"Otra lengua nativa (040)",1,1,,,,,,,
"Castellano (041)",1841,129,61,737,572,71,107,48,116
"Es sordomudo/a (043)",4,3,,1,,,,,
"Mujeres (045)",1905,354,56,811,424,61,81,47,71
"Quechua (046)",238,107,1,105,15,1,6,1,2
"Castellano (050)",1665,246,55,705,409,60,75,46,69
"Es sordomudo/a (052)",2,1,,1,,,,,
,,,,,,,,,
"RURAL (054)",3974,782,76,1988,958,65,53,15,37
"Quechua (055)",343,176,1,135,27,1,3,,
"Otra lengua nativa (058)",1,1,,,,,,,
"Castellano (059)",3622,601,74,1850,931,64,50,15,37
"Es sordomudo/a (061)",8,4,1,3,,,,,
"Hombres (063)",2022,284,44,997,582,45,36,9,25
"Quechua (064)",149,57,,72,18,1,1,,
"Castellano (068)",1869,226,43,923,564,44,35,9,25
"Es sordomudo/a (070)",4,1,1,2,,,,,
"Mujeres (072)",1952,498,32,991,376,20,17,6,12
"Quechua (073)",194,119,1,63,9,,2,,
"Otra lengua nativa (076)",1,1,,,,,,,
"Castellano (077)",1753,375,31,927,367,20,15,6,12
"Es sordomudo/a (079)",4,3,,1,,,,,
