"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia HUAMANGA (000)",65151,42437,22714
"Casa independiente (001)",58014,37963,20051
"Departamento en edificio (002)",764,764,
"Vivienda en quinta (003)",2032,2032,
"Vivienda en casa de vecindad (004)",1529,1529,
"Choza o cabaña (005)",2651,,2651
"Vivienda improvisada (006)",110,110,
"Local no dest.para hab. humana (007)",46,35,11
"Otro tipo (008)",5,4,1
