"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia TOCACHE (000)",32914,17789,101,304,13033,400,38,48,468,733
"Hombres (001)",12151,9249,55,153,1548,179,31,28,467,441
"Mujeres (002)",20763,8540,46,151,11485,221,7,20,1,292
"De 06 a 14 años (003)",13899,13082,,,377,219,2,10,,209
"Hombres (004)",7057,6701,,,143,106,1,5,,101
"Mujeres (005)",6842,6381,,,234,113,1,5,,108
"De 15 a 29 años (006)",10408,4604,2,81,5013,,14,15,466,213
"Hombres (007)",3777,2512,,43,599,,12,8,465,138
"Mujeres (008)",6631,2092,2,38,4414,,2,7,1,75
"De 30 a 44 años (009)",4563,81,8,69,4256,,11,6,2,130
"Hombres (010)",523,26,6,29,357,,8,5,2,90
"Mujeres (011)",4040,55,2,40,3899,,3,1,,40
"De 45 a 64 años (012)",2811,21,42,95,2529,1,9,7,,107
"Hombres (013)",452,9,16,51,296,,8,5,,67
"Mujeres (014)",2359,12,26,44,2233,1,1,2,,40
"De 65 y más años (015)",1233,1,49,59,858,180,2,10,,74
"Hombres (016)",342,1,33,30,153,73,2,5,,45
"Mujeres (017)",891,,16,29,705,107,,5,,29
,,,,,,,,,,
"AREA URBANA (018)",16780,9382,80,233,6154,172,18,23,381,337
"Hombres (019)",6599,4799,40,114,982,70,13,10,380,191
"Mujeres (020)",10181,4583,40,119,5172,102,5,13,1,146
"De 06 a 14 años (021)",6682,6349,,,185,73,1,6,,68
"Hombres (022)",3337,3181,,,85,34,,3,,34
"Mujeres (023)",3345,3168,,,100,39,1,3,,34
"De 15 a 29 años (024)",5831,2969,2,62,2301,,7,5,379,106
"Hombres (025)",2455,1594,,33,383,,6,2,378,59
"Mujeres (026)",3376,1375,2,29,1918,,1,3,1,47
"De 30 a 44 años (027)",2139,50,6,49,1952,,7,1,2,72
"Hombres (028)",314,14,4,20,220,,4,1,2,49
"Mujeres (029)",1825,36,2,29,1732,,3,,,23
"De 45 a 64 años (030)",1448,13,35,75,1264,,3,4,,54
"Hombres (031)",294,9,12,37,201,,3,2,,30
"Mujeres (032)",1154,4,23,38,1063,,,2,,24
"De 65 y más años (033)",680,1,37,47,452,99,,7,,37
"Hombres (034)",199,1,24,24,93,36,,2,,19
"Mujeres (035)",481,,13,23,359,63,,5,,18
,,,,,,,,,,
"AREA RURAL (036)",16134,8407,21,71,6879,228,20,25,87,396
"Hombres (037)",5552,4450,15,39,566,109,18,18,87,250
"Mujeres (038)",10582,3957,6,32,6313,119,2,7,,146
"De 06 a 14 años (039)",7217,6733,,,192,146,1,4,,141
"Hombres (040)",3720,3520,,,58,72,1,2,,67
"Mujeres (041)",3497,3213,,,134,74,,2,,74
"De 15 a 29 años (042)",4577,1635,,19,2712,,7,10,87,107
"Hombres (043)",1322,918,,10,216,,6,6,87,79
"Mujeres (044)",3255,717,,9,2496,,1,4,,28
"De 30 a 44 años (045)",2424,31,2,20,2304,,4,5,,58
"Hombres (046)",209,12,2,9,137,,4,4,,41
"Mujeres (047)",2215,19,,11,2167,,,1,,17
"De 45 a 64 años (048)",1363,8,7,20,1265,1,6,3,,53
"Hombres (049)",158,,4,14,95,,5,3,,37
"Mujeres (050)",1205,8,3,6,1170,1,1,,,16
"De 65 y más años (051)",553,,12,12,406,81,2,3,,37
"Hombres (052)",143,,9,6,60,37,2,3,,26
"Mujeres (053)",410,,3,6,346,44,,,,11
