"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CELENDIN (000)",62817,11696,12023,11552,9588,6814,11144
"Católica (001)",46920,8661,8992,8747,7094,5125,8301
"Cristiana/Evangélica (002)",10935,2051,1991,1910,1724,1180,2079
"Otra (003)",3150,640,574,533,506,349,548
"Ninguna (004)",1812,344,466,362,264,160,216
"Hombres (006)",30619,5974,5872,5632,4528,3299,5314
"Católica (007)",23243,4448,4480,4321,3417,2526,4051
"Cristiana/Evangélica (008)",4972,1042,886,851,746,534,913
"Otra (009)",1443,298,266,257,219,157,246
"Ninguna (010)",961,186,240,203,146,82,104
"Mujeres (012)",32198,5722,6151,5920,5060,3515,5830
"Católica (013)",23677,4213,4512,4426,3677,2599,4250
"Cristiana/Evangélica (014)",5963,1009,1105,1059,978,646,1166
"Otra (015)",1707,342,308,276,287,192,302
"Ninguna (016)",851,158,226,159,118,78,112
,,,,,,,
"URBANA (018)",16853,2774,3358,3001,2629,1883,3208
"Católica (019)",13251,2114,2540,2413,2110,1510,2564
"Cristiana/Evangélica (020)",2296,412,495,369,345,245,430
"Otra (021)",892,176,202,129,117,103,165
"Ninguna (022)",414,72,121,90,57,25,49
"Hombres (024)",8003,1409,1589,1440,1201,887,1477
"Católica (025)",6313,1088,1204,1153,970,716,1182
"Cristiana/Evangélica (026)",1024,207,216,165,143,108,185
"Otra (027)",418,73,95,68,51,48,83
"Ninguna (028)",248,41,74,54,37,15,27
"Mujeres (030)",8850,1365,1769,1561,1428,996,1731
"Católica (031)",6938,1026,1336,1260,1140,794,1382
"Cristiana/Evangélica (032)",1272,205,279,204,202,137,245
"Otra (033)",474,103,107,61,66,55,82
"Ninguna (034)",166,31,47,36,20,10,22
,,,,,,,
"RURAL (036)",45964,8922,8665,8551,6959,4931,7936
"Católica (037)",33669,6547,6452,6334,4984,3615,5737
"Cristiana/Evangélica (038)",8639,1639,1496,1541,1379,935,1649
"Otra (039)",2258,464,372,404,389,246,383
"Ninguna (040)",1398,272,345,272,207,135,167
"Hombres (042)",22616,4565,4283,4192,3327,2412,3837
"Católica (043)",16930,3360,3276,3168,2447,1810,2869
"Cristiana/Evangélica (044)",3948,835,670,686,603,426,728
"Otra (045)",1025,225,171,189,168,109,163
"Ninguna (046)",713,145,166,149,109,67,77
"Mujeres (048)",23348,4357,4382,4359,3632,2519,4099
"Católica (049)",16739,3187,3176,3166,2537,1805,2868
"Cristiana/Evangélica (050)",4691,804,826,855,776,509,921
"Otra (051)",1233,239,201,215,221,137,220
"Ninguna (052)",685,127,179,123,98,68,90
